id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
10920384;https://www.airbnb.com/rooms/10920384;City centre studio in the famous canal district;42929817;Anne;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;;1;"[""Microwave"", ""Carbon monoxide alarm"", ""Single level home"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Gym"", ""Iron"", ""EV charger"", ""Long term stays allowed"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront""]";74.00;212;2016-03-24;2020-11-08;91;10;10;10;10;10;9;3.68
10934482;https://www.airbnb.com/rooms/10934482;Spacious, light, sunny roof terrace;4605363;Melissa;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;2 baths;4;4;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Babysitter recommendations"", ""Cable TV"", ""Window guards"", ""BBQ grill"", ""TV"", ""Baby bath"", ""Baby monitor"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Washer""]";340.00;28;2016-03-29;2018-09-16;99;10;10;10;10;10;9;0.49
10951883;https://www.airbnb.com/rooms/10951883;Your temporary, cozy 2 storey house in Amsterdam?;51199098;Kris;f;Oud-Noord;Entire house;Entire home/apt;1 bath;2;2;"[""Wifi"", ""Host greets you"", ""Fire extinguisher"", ""Shampoo"", ""Free parking on premises"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";142.00;27;2016-02-29;2017-10-01;96;10;10;10;10;9;9;0.46
10952538;https://www.airbnb.com/rooms/10952538;New Luxury Authentic Amsterdam Center Apartment;2367108;Diederik;f;Zuid;Entire apartment;Entire home/apt;1 bath;2;2;"[""Wifi"", ""Pocket wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Bed linens"", ""Washer"", ""Smoke alarm""]";259.00;34;2016-03-05;2019-11-03;94;10;9;9;10;9;9;0.58
10973384;https://www.airbnb.com/rooms/10973384;Sunny flat in the park;4926684;Michelle;f;Slotervaart;Entire condominium;Entire home/apt;1 bath;2;3;"[""Children\u2019s books and toys"", ""First aid kit"", ""Smoke alarm"", ""Paid parking on premises"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Elevator"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";115.00;1;2016-07-12;2016-07-12;100;10;8;10;10;8;8;0.02
10981030;https://www.airbnb.com/rooms/10981030;Nice spacious apartment with garden;5616462;Sonja;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;3;3;"[""Wifi"", ""Iron"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer""]";150.00;3;2016-05-07;2016-08-08;93;10;9;10;10;10;9;0.05
11000373;https://www.airbnb.com/rooms/11000373;Familyhouse located at canal - 20 min. from CS;56942995;Erika;f;IJburg - Zeeburgereiland;Entire house;Entire home/apt;2 baths;4;5;"[""Children\u2019s books and toys"", ""Microwave"", ""Free parking on premises"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Paid parking on premises"", ""Children\u2019s dinnerware"", ""TV"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Washer""]";221.00;9;2016-03-06;2019-10-21;98;10;10;10;9;9;10;0.15
11000924;https://www.airbnb.com/rooms/11000924;Spacious house with sunny patio;4937130;Bernice;f;Centrum-West;Entire apartment;Entire home/apt;2 baths;1;1;"[""Wifi"", ""Iron"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Hot tub"", ""Smoke alarm""]";160.00;2;2016-08-07;2016-08-16;100;10;10;7;10;10;10;0.04
11002544;https://www.airbnb.com/rooms/11002544;Top design apartment on the canals.;57092885;Fanny;f;Centrum-West;Entire apartment;Entire home/apt;1.5 baths;1;1;"[""Wifi"", ""Iron"", ""Hangers"", ""Shampoo"", ""Dedicated workspace"", ""Air conditioning"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";150.00;2;2016-03-23;2016-03-25;100;10;9;10;10;10;9;0.03
11015568;https://www.airbnb.com/rooms/11015568;Cosy appartment near A'dam central;57151856;Oscar;f;Noord-Oost;Entire apartment;Entire home/apt;1 bath;1;1;"[""Wifi"", ""Hot water"", ""Host greets you"", ""Fire extinguisher"", ""Shampoo"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Elevator"", ""Paid parking on premises""]";90.00;6;2016-05-09;2020-01-25;93;10;9;10;10;9;10;0.11
11016834;https://www.airbnb.com/rooms/11016834;Modern apartment @ de Pijp!;15268499;Tim;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1;2;"[""Extra pillows and blankets"", ""Dryer"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Bed linens"", ""Heating"", ""Washer"", ""TV"", ""Wifi"", ""Shower gel"", ""Essentials"", ""Smoke alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Hot water"", ""Private entrance""]";164.00;4;2016-04-11;2016-08-07;85;10;10;10;10;10;9;0.07
11032596;https://www.airbnb.com/rooms/11032596;Warm and friendly studio in center;5443242;Victor;t;Centrum-West;Entire apartment;Entire home/apt;1 bath;;1;"[""Wifi"", ""Hot water"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Heating"", ""Cooking basics"", ""Washer"", ""Smoke alarm"", ""Stove""]";87.00;59;2016-03-22;2019-06-03;91;9;9;10;10;9;9;1.02
11033260;https://www.airbnb.com/rooms/11033260;Lovely place at Vondelpark! ((Max. 4 people!);4512372;Jean-Paul;t;Zuid;Private room in loft;Private room;1.5 shared baths;2;3;"[""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Private entrance"", ""Cable TV"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Baby safety gates"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";149.00;123;2016-02-28;2020-03-08;96;10;10;10;10;10;9;2.11
11034875;https://www.airbnb.com/rooms/11034875;calm&neat couple peaceful stay AMST;5988827;Annelore;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;1;1;"[""Wifi"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";102.00;10;2016-03-27;2016-05-13;96;10;9;10;9;10;9;0.17
11035643;https://www.airbnb.com/rooms/11035643;Houseboat on IJsselmeer in Amsterdam;57268768;Martin;f;IJburg - Zeeburgereiland;Private room in houseboat;Private room;1.5 shared baths;1;2;"[""Microwave"", ""Carbon monoxide alarm"", ""Private living room"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Lake access"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Heating"", ""Waterfront"", ""Washer""]";55.00;91;2016-02-22;2020-02-25;97;10;10;10;10;9;10;1.55
11040881;https://www.airbnb.com/rooms/11040881;MODERN & LIGHT apt near CITY CENTER;3216241;Evelien & Jan Michiel;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1.5 baths;1;1;"[""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";140.00;3;2018-05-21;2018-09-17;100;10;10;10;10;9;8;0.10
11054922;https://www.airbnb.com/rooms/11054922;New build and nice family home;15892996;Lemke;f;Centrum-West;Entire place;Entire home/apt;2 baths;4;5;"[""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Game console"", ""Oven"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Crib"", ""Fire extinguisher"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";299.00;18;2016-03-31;2020-01-03;97;10;9;10;10;10;9;0.31
11056575;https://www.airbnb.com/rooms/11056575;Romantic apartment in calm area;57384289;Louisa;f;Slotervaart;Entire apartment;Entire home/apt;1 bath;2;2;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Dishwasher"", ""Dryer"", ""Essentials"", ""Heating"", ""Washer""]";158.00;27;2016-03-22;2019-09-15;95;10;10;9;9;8;9;0.47
11083865;https://www.airbnb.com/rooms/11083865;House in the center of Amsterdam;57543556;Judith;f;De Baarsjes - Oud-West;Entire townhouse;Entire home/apt;1 bath;2;3;"[""Children\u2019s books and toys"", ""Microwave"", ""First aid kit"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Cable TV"", ""TV"", ""Building staff"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Garden or backyard"", ""Iron"", ""Room-darkening shades"", ""Dishwasher"", ""Baby safety gates"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Fireplace guards"", ""Heating"", ""Washer""]";215.00;19;2016-08-11;2019-05-05;98;9;10;9;10;10;9;0.36
11085021;https://www.airbnb.com/rooms/11085021;Modern and spacious family house;56738716;Nick;f;Oostelijk Havengebied - Indische Buurt;Entire house;Entire home/apt;1.5 baths;3;4;"[""Wifi"", ""Hangers"", ""Shampoo"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""First aid kit"", ""Washer"", ""Smoke alarm""]";178.00;1;2016-05-08;2016-05-08;80;10;10;10;10;8;8;0.02
11085189;https://www.airbnb.com/rooms/11085189;Apartment for 4 people in the Pijp;1738407;Laurence;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;2;2;"[""Dryer"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";120.00;1;2016-03-29;2016-03-29;100;10;10;8;10;10;10;0.02
11090880;https://www.airbnb.com/rooms/11090880;Light Studio close to the center and well serviced;57591198;Aldo;f;De Baarsjes - Oud-West;Private room in apartment;Private room;1.5 shared baths;1;2;"[""Lock on bedroom door"", ""Refrigerator"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Cable TV"", ""TV"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";83.00;87;2016-04-27;2019-12-08;90;10;9;9;9;9;8;1.54
11090898;https://www.airbnb.com/rooms/11090898;Sunny spacious apartment close to center;57591198;Aldo;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;2;2;"[""Wifi"", ""Kitchen"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Stove""]";97.00;70;2016-02-22;2020-03-15;89;9;8;10;9;9;9;1.20
11093487;https://www.airbnb.com/rooms/11093487;light spacious city house;57606444;Marlies;f;De Aker - Nieuw Sloten;Entire townhouse;Entire home/apt;2 baths;2;2;"[""Children\u2019s books and toys"", ""Microwave"", ""Free parking on premises"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Window guards"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";170.00;29;2016-05-28;2019-10-22;99;10;10;10;10;9;10;0.52
11097614;https://www.airbnb.com/rooms/11097614;Beautiful & Stylish Amsterdam House;57378136;Mike;t;Centrum-West;Entire apartment;Entire home/apt;1.5 baths;2;2;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";435.00;70;2016-02-23;2020-11-16;99;10;10;10;10;10;9;1.20
11109865;https://www.airbnb.com/rooms/11109865;;57712541;Stefan;f;Zuid;Entire apartment;Entire home/apt;1 bath;1;2;"[""Wifi"", ""Iron"", ""Hangers"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer""]";145.00;5;2016-04-16;2016-09-25;85;10;9;10;10;9;10;0.09
11113293;https://www.airbnb.com/rooms/11113293;Cosy appartment in Old-West Amsterdam!;12322577;Iris;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1;1;"[""Wifi"", ""Hangers"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""First aid kit"", ""Cable TV"", ""Kitchen"", ""Dishes and silverware"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";74.00;8;2016-03-26;2019-10-10;100;10;10;10;10;10;10;0.14
11113843;https://www.airbnb.com/rooms/11113843;Cozy apartment at a great location!;57732314;Zohair;f;Westerpark;Entire apartment;Entire home/apt;1.5 baths;1;1;"[""Wifi"", ""Microwave"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Host greets you"", ""Shampoo"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Dishes and silverware"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";99.00;13;2016-03-30;2018-04-29;98;10;10;10;10;10;10;0.23
11115316;https://www.airbnb.com/rooms/11115316;HOUSEBOAT in a very nice quiet area;57745088;Monique;t;Oostelijk Havengebied - Indische Buurt;Private room in houseboat;Private room;1 private bath;1;1;"[""Wifi"", ""Hot water"", ""Private entrance"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Lake access""]";110.00;149;2016-03-14;2019-10-06;99;10;10;10;10;10;10;2.57
11115501;https://www.airbnb.com/rooms/11115501;Warm and cosy family house;57746069;Nathalie;f;Watergraafsmeer;Entire apartment;Entire home/apt;1 bath;3;4;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Private entrance"", ""Babysitter recommendations"", ""Cable TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Hair dryer"", ""Heating"", ""Washer""]";142.00;12;2016-03-01;2018-12-23;93;10;9;10;10;9;9;0.21
11131879;https://www.airbnb.com/rooms/11131879;19th century mansion with garden;8666302;Jan;f;Watergraafsmeer;Entire house;Entire home/apt;1 bath;1;3;"[""Wifi"", ""Iron"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";115.00;36;2016-04-08;2017-05-30;99;10;10;10;10;10;10;0.63
11143534;https://www.airbnb.com/rooms/11143534;Charming apartment nearby Pijp/RAI;4179931;Vera;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1;1;"[""Wifi"", ""Oven"", ""Microwave"", ""Hot water"", ""Dishwasher"", ""Coffee maker"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""TV"", ""Heating"", ""Gym"", ""Dishes and silverware"", ""Cooking basics"", ""Refrigerator"", ""Stove"", ""Paid parking on premises""]";125.00;1;2016-10-03;2016-10-03;80;10;10;10;10;10;8;0.02
11152558;https://www.airbnb.com/rooms/11152558;studio Manja;57989665;Manja;f;Bos en Lommer;Private room in apartment;Private room;1.5 shared baths;1;4;"[""Wifi"", ""Hot water"", ""Lock on bedroom door"", ""Shower gel"", ""Shampoo"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Dishes and silverware"", ""Cable TV"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Heating"", ""Extra pillows and blankets"", ""Washer"", ""First aid kit"", ""Smoke alarm"", ""Breakfast""]";50.00;252;2016-02-15;2020-08-16;85;9;8;10;10;9;9;4.29
11153791;https://www.airbnb.com/rooms/11153791;Small/cozy studio, great location!;57996190;Arnaud;f;Centrum-West;Entire apartment;Entire home/apt;1 bath;;1;"[""Wifi"", ""Iron"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Smoke alarm""]";90.00;11;2016-04-18;2019-10-08;94;10;9;10;10;10;9;0.19
11155657;https://www.airbnb.com/rooms/11155657;Lovely houseboat @ great location in the center!;54597209;Sjoerd;f;Centrum-Oost;Boat;Entire home/apt;1 bath;2;2;"[""Children\u2019s books and toys"", ""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Children\u2019s dinnerware"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Heating"", ""Washer""]";141.00;30;2016-07-18;2019-10-09;99;10;10;9;9;10;9;0.56
11157130;https://www.airbnb.com/rooms/11157130;Amazing spacious warehouse in city centre!;58018953;Laura;f;Westerpark;Entire apartment;Entire home/apt;1 bath;2;3;"[""Wifi"", ""Hangers"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer""]";110.00;11;2016-04-26;2017-08-18;95;10;9;9;10;9;9;0.19
11161348;https://www.airbnb.com/rooms/11161348;Spacious Stylish room @ Leidseplein;14187610;Yvo;t;Centrum-Oost;Private room in apartment;Private room;1.5 baths;1;1;"[""Lock on bedroom door"", ""First aid kit"", ""Mini fridge"", ""Refrigerator"", ""Smoke alarm"", ""Patio or balcony"", ""Body soap"", ""Wifi"", ""Hot water"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Paid street parking off premises"", ""Iron"", ""Nespresso machine"", ""TV with Netflix"", ""Long term stays allowed"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";45.00;275;2016-04-01;2020-09-13;97;10;10;10;10;10;9;4.80
11161861;https://www.airbnb.com/rooms/11161861;Cozy Stylish room @ Leidseplein;14187610;Yvo;t;Centrum-Oost;Private room in apartment;Private room;1.5 shared baths;1;1;"[""Lock on bedroom door"", ""First aid kit"", ""Mini fridge"", ""Refrigerator"", ""Smoke alarm"", ""Patio or balcony"", ""Body soap"", ""Wifi"", ""Hot water"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Paid street parking off premises"", ""Iron"", ""Nespresso machine"", ""TV with Netflix"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";39.00;281;2016-04-03;2020-10-11;96;10;10;10;10;10;9;4.91
11163650;https://www.airbnb.com/rooms/11163650;Bright room in Beautiful Park!;6343267;Talia;f;Slotervaart;Private room in apartment;Private room;1 bath;1;2;"[""Wifi"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Elevator""]";100.00;1;2016-02-21;2016-02-21;100;10;10;10;10;10;10;0.02
11164036;https://www.airbnb.com/rooms/11164036;Your home in Amsterdam!;25127376;Nathalie;f;De Baarsjes - Oud-West;Private room in townhouse;Private room;1 bath;1;4;"[""Wifi"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Washer""]";81.00;63;2016-02-28;2020-09-17;95;10;10;10;10;10;9;1.08
11165921;https://www.airbnb.com/rooms/11165921;Lovely hideout in the middle of AMS;58083795;Fleur;t;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;1;1;"[""Wifi"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Paid parking off premises"", ""Essentials"", ""First aid kit"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Smoke alarm""]";50.00;458;2016-03-06;2020-11-29;96;10;10;10;10;10;9;7.88
11178448;https://www.airbnb.com/rooms/11178448;Vondelpark House Bed & Breakfast Room 2.;55288093;Petra;t;De Baarsjes - Oud-West;Private room in bed and breakfast;Private room;1.5 baths;1;2;"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Smoke alarm"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating""]";116.00;101;2016-03-30;2020-08-16;99;10;10;10;10;10;10;1.76
11182981;https://www.airbnb.com/rooms/11182981;Spacious appartment with garden;6361514;Nicole;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;1;2;"[""Wifi"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Washer""]";110.00;7;2016-03-30;2017-10-23;94;10;10;10;10;10;9;0.12
11201740;https://www.airbnb.com/rooms/11201740;Room in apartment in Hip LivelyWest;16360879;Jan;f;De Baarsjes - Oud-West;Private room in apartment;Private room;1 shared bath;1;1;"[""Wifi"", ""Hot water"", ""Private entrance"", ""Shampoo"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""First aid kit"", ""TV"", ""Heating"", ""Building staff"", ""Washer"", ""Smoke alarm""]";60.00;5;2016-08-15;2019-06-02;92;8;8;10;10;9;8;0.09
11201787;https://www.airbnb.com/rooms/11201787;Canal House Apartment;8558897;Alex;f;Centrum-West;Entire apartment;Entire home/apt;2.5 baths;2;4;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";380.00;39;2017-07-05;2020-03-08;93;10;10;10;9;10;9;0.93
