id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
4481234;https://www.airbnb.com/rooms/4481234;Bel appartement: gare Part-Dieu;14108473;Nicolas;f;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Essentials"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Washer"", ""Wifi""]";54.00;15;2015-01-22;2017-04-18;91;10;9;10;10;9;9;0.21
4487952;https://www.airbnb.com/rooms/4487952;T2 rez-de-jardin en centre-ville;15312327;Corinne;t;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;4;"[""Long term stays allowed"", ""Extra pillows and blankets"", ""Cooking basics"", ""Garden or backyard"", ""Oven"", ""Cable TV"", ""Iron"", ""Luggage dropoff allowed"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Coffee maker"", ""Single level home"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Stove"", ""Patio or balcony"", ""Smoke alarm"", ""Pack \u2019n Play/travel crib"", ""Microwave"", ""High chair"", ""Host greets you"", ""Essentials"", ""Washer"", ""Dishwasher"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Shower gel"", ""Air conditioning""]";90.00;71;2015-05-02;2020-12-05;97;10;10;10;10;9;9;1.03
4489056;https://www.airbnb.com/rooms/4489056;La fête des lumières de Lyon;23288518;Court;f;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;4;2;"[""Cable TV"", ""Heating"", ""Breakfast"", ""Kitchen"", ""TV"", ""Dryer"", ""Washer"", ""Wifi""]";200.00;1;2015-12-06;2015-12-06;100;10;8;10;10;10;10;0.02
4490680;https://www.airbnb.com/rooms/4490680;Magnifique Loft de 120 m2 avec terrasse de 40m2;21808591;Anthony;f;4e Arrondissement;Entire loft;Entire home/apt;1 bath;3;3;"[""Dedicated workspace"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Cable TV"", ""Dryer"", ""Heating"", ""Iron"", ""TV"", ""Essentials"", ""Washer""]";150.00;21;2014-12-07;2019-12-08;92;10;9;10;10;10;10;0.28
4495916;https://www.airbnb.com/rooms/4495916;2 room cosy next Part-dieu +parking;23255652;Bs;f;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Fire extinguisher"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Lockbox"", ""Hot water"", ""Wifi"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Cable TV"", ""Free street parking"", ""Heating"", ""Cooking basics"", ""Coffee maker""]";58.00;220;2015-01-17;2020-11-30;91;10;9;10;10;9;9;3.05
4496547;https://www.airbnb.com/rooms/4496547;grand studio de 36m²;23324256;Marie;t;6e Arrondissement;Entire condominium;Entire home/apt;1 bath;1;1;"[""Washer"", ""Pack \u2019n Play/travel crib"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Elevator"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Breakfast"", ""Luggage dropoff allowed"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Hangers""]";40.00;25;2014-12-11;2020-05-21;90;9;10;10;9;10;9;0.34
4498197;https://www.airbnb.com/rooms/4498197;Très charmant, plein centre de Lyon;23331226;Cécile;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Ethernet connection"", ""Washer"", ""Hangers"", ""Pocket wifi"", ""Heating"", ""Cooking basics"", ""Coffee maker""]";53.00;46;2014-12-07;2020-10-04;93;10;9;10;10;10;9;0.63
4498255;https://www.airbnb.com/rooms/4498255;Joli appartement à 5mn de Bellecour. 6938712347911;23331470;Sophie;t;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Stove"", ""Dishes and silverware"", ""Dedicated workspace"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Iron"", ""Heating"", ""Breakfast"", ""Cooking basics"", ""Kitchen"", ""Smoke alarm"", ""Oven"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Refrigerator"", ""Wifi""]";65.00;65;2014-12-06;2019-12-06;96;10;10;10;10;10;10;0.88
4499685;https://www.airbnb.com/rooms/4499685;Cosy flat Croix Rousse Lyon;23337193;Sophie;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Bed linens"", ""Dishwasher"", ""Refrigerator"", ""Nespresso machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Freezer"", ""Heating"", ""Coffee maker"", ""Hot water"", ""Hangers"", ""Kitchen"", ""Oven"", ""Body soap"", ""Microwave"", ""Dishes and silverware"", ""Washer"", ""Shower gel"", ""Stove"", ""Paid parking off premises"", ""First aid kit"", ""Essentials"", ""Indoor fireplace"", ""Dedicated workspace"", ""Wifi""]";60.00;53;2015-05-03;2020-11-22;95;10;10;10;10;10;10;0.77
4501472;https://www.airbnb.com/rooms/4501472;Chambres doubles au calme avec vue sur parc;11180506;Manfred;f;9e Arrondissement;Private room in apartment;Private room;1.5 baths;1;1;"[""Essentials"", ""Elevator"", ""First aid kit"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Washer"", ""Wifi""]";240.00;1;2016-06-19;2016-06-19;80;8;6;8;10;10;10;0.02
4518304;https://www.airbnb.com/rooms/4518304;Bel appartement croix-roussien avec garage privé;23423660;Ben;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Carbon monoxide alarm"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Cleaning before checkout"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Dishwasher""]";82.00;44;2014-12-07;2020-10-29;99;10;10;10;10;10;9;0.60
4527984;https://www.airbnb.com/rooms/4527984;Downtown, 4 people, air conditioning, very quiet.;23475104;Michel;t;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Microwave"", ""Kitchen"", ""TV"", ""Paid parking on premises"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Air conditioning"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Cable TV"", ""Heating"", ""Cooking basics"", ""Private entrance"", ""Coffee maker""]";130.00;61;2014-12-03;2020-03-01;97;10;10;10;10;10;10;0.83
4528703;https://www.airbnb.com/rooms/4528703;"Studio ""rouge"" au calme à Lyon 8ème";5117719;Cecile;t;8e Arrondissement;Entire apartment;Entire home/apt;1 bath;;3;"[""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Paid parking on premises"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Lockbox"", ""Hot water"", ""Wifi"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Hangers"", ""Free street parking"", ""Heating"", ""Cooking basics""]";50.00;17;2015-04-04;2020-11-01;89;9;9;10;10;9;8;0.24
4534582;https://www.airbnb.com/rooms/4534582;Chambre Superbe et Calme - Centre de Lyon;4997360;Emma;f;1er Arrondissement;Private room in apartment;Private room;1 bath;1;1;"[""Shampoo"", ""Kitchen"", ""Elevator"", ""Heating"", ""Essentials"", ""Washer"", ""Wifi""]";80.00;1;2016-06-16;2016-06-16;60;10;4;6;10;10;4;0.02
4535736;https://www.airbnb.com/rooms/4535736;Appartement cosy en duplex Croix Rousse;23518940;Luc Et Muriel;f;4e Arrondissement;Entire loft;Entire home/apt;2 baths;3;6;"[""Hot water"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Essentials"", ""Hair dryer"", ""Smoke alarm"", ""Washer"", ""Dedicated workspace"", ""Iron"", ""TV"", ""Free street parking"", ""Wifi""]";250.00;4;2014-12-07;2020-01-03;90;10;9;10;10;10;9;0.05
4535960;https://www.airbnb.com/rooms/4535960;3 pièces belle vue sur Saône proximité Centre;17354454;Pascal & Fabienne;t;4e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;2;"[""Shampoo"", ""Microwave"", ""Kitchen"", ""TV"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Shower gel"", ""Host greets you"", ""Baking sheet"", ""Hot water"", ""Paid parking off premises"", ""Wifi"", ""Waterfront"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""First aid kit"", ""Smoke alarm"", ""Free parking on premises"", ""Washer"", ""Hangers"", ""Cable TV"", ""Cleaning before checkout"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Bathtub"", ""Dishwasher""]";116.00;103;2014-12-14;2020-10-30;95;10;10;10;10;10;10;1.41
4536366;https://www.airbnb.com/rooms/4536366;Chambre calme en centre ville;19689772;Denis-Marc;t;1er Arrondissement;Private room in apartment;Private room;1 shared bath;1;1;"[""Dishes and silverware"", ""Cable TV"", ""Essentials"", ""Elevator"", ""Microwave"", ""Coffee maker"", ""Heating"", ""Kitchen"", ""TV"", ""Host greets you"", ""Washer"", ""Wifi""]";49.00;72;2015-01-22;2020-10-10;98;10;10;10;10;10;10;1.00
4536588;https://www.airbnb.com/rooms/4536588;"""Tweety Garden City Room"" in Lyon";6485858;Christophe;t;3e Arrondissement;Private room in apartment;Private room;2.5 baths;1;1;"[""Breakfast"", ""Extra pillows and blankets"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Patio or balcony"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Heating"", ""Air conditioning""]";46.00;111;2014-12-05;2020-10-09;98;10;10;10;10;10;10;1.50
4537934;https://www.airbnb.com/rooms/4537934;Appartement en plein coeur de Lyon;15599680;Astrid;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Essentials"", ""Elevator"", ""First aid kit"", ""Heating"", ""Kitchen"", ""TV"", ""Washer"", ""Wifi""]";50.00;7;2015-11-08;2015-12-13;90;10;10;9;10;9;9;0.11
4539448;https://www.airbnb.com/rooms/4539448;JoliT3 60 m2, quartier Monplaisir, lyon centre;23538502;Valérie;f;8e Arrondissement;Entire condominium;Entire home/apt;1 bath;2;3;"[""Refrigerator"", ""Dishwasher"", ""Smoke alarm"", ""Free parking on premises"", ""Cooking basics"", ""Elevator"", ""Heating"", ""Single level home"", ""Coffee maker"", ""TV"", ""Hot water"", ""Hangers"", ""Kitchen"", ""Oven"", ""Hair dryer"", ""Microwave"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Stove"", ""Pocket wifi"", ""Breakfast"", ""Patio or balcony"", ""Essentials"", ""Bathtub"", ""Dryer"", ""Host greets you"", ""Wifi""]";200.00;7;2014-12-08;2019-12-08;97;10;10;10;10;10;9;0.09
4543927;https://www.airbnb.com/rooms/4543927;Beautiful appartement in the Center of Lyon;23559396;Raphaël;f;6e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;1;"[""Refrigerator"", ""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""High chair"", ""Smoke alarm"", ""Paid parking on premises"", ""Pack \u2019n Play/travel crib"", ""Shampoo"", ""Cooking basics"", ""Heating"", ""TV"", ""Hot water"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Microwave"", ""Washer"", ""Iron"", ""Paid parking off premises"", ""Essentials"", ""Dryer"", ""Dedicated workspace"", ""Host greets you"", ""Wifi""]";231.00;10;2014-11-27;2016-10-02;100;10;10;10;10;10;10;0.13
4544065;https://www.airbnb.com/rooms/4544065;Bel appart 120m2, Proche Gare;21297254;Axel;f;3e Arrondissement;Entire apartment;Entire home/apt;2 baths;3;4;"[""Essentials"", ""Shampoo"", ""Heating"", ""Kitchen"", ""Washer"", ""Wifi""]";300.00;2;2015-10-05;2016-06-14;90;10;9;10;10;8;9;0.03
4552207;https://www.airbnb.com/rooms/4552207;Apartment of 90 m² for 5 people.;22448052;Frédéric;f;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;3;4;"[""Microwave"", ""Kitchen"", ""TV"", ""Oven"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Essentials"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Breakfast"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Dishwasher""]";85.00;74;2014-12-08;2020-08-22;90;9;9;10;10;10;9;1.01
4553501;https://www.airbnb.com/rooms/4553501;In the heart of the lights of Lyon;23607142;Julien;f;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Carbon monoxide alarm"", ""Essentials"", ""Iron"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Washer"", ""Wifi""]";90.00;3;2016-11-19;2017-01-01;100;9;9;10;10;10;10;0.06
4553586;https://www.airbnb.com/rooms/4553586;Appartement T4 proche Terreaux;7313226;Alicia;f;1er Arrondissement;Entire apartment;Entire home/apt;1.5 baths;2;2;"[""Essentials"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Dryer"", ""Washer"", ""Wifi""]";100.00;24;2014-12-08;2017-12-27;92;10;9;10;10;10;9;0.33
4555380;https://www.airbnb.com/rooms/4555380;Lovely 64 m² near Part Dieu;23615524;Fleurine;f;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Hangers"", ""Shampoo"", ""Kitchen"", ""Elevator"", ""Heating"", ""Essentials"", ""Hair dryer"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Dedicated workspace"", ""Iron"", ""TV"", ""Wifi""]";65.00;30;2015-01-27;2017-05-28;91;9;9;9;9;9;9;0.42
4555630;https://www.airbnb.com/rooms/4555630;Cosy apartment in Lyon city center.;3458751;Laure;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;2;2;"[""Washer"", ""Cable TV"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Pack \u2019n Play/travel crib"", ""Dedicated workspace"", ""Elevator"", ""Iron"", ""Free street parking"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Children\u2019s books and toys"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Hangers""]";139.00;19;2014-12-07;2018-05-27;89;10;10;10;10;9;9;0.26
4555883;https://www.airbnb.com/rooms/4555883;Cosy 1 bedroom flat;15387414;Margot;f;5e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Shampoo"", ""Microwave"", ""Kitchen"", ""TV"", ""Oven"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Smoke alarm"", ""Free parking on premises"", ""Washer"", ""Hangers"", ""Free street parking"", ""Heating"", ""Cooking basics"", ""Private entrance"", ""Coffee maker""]";65.00;59;2014-12-06;2020-12-17;98;10;10;10;10;9;10;0.80
4556754;https://www.airbnb.com/rooms/4556754;Bedroom with single bed+ breakfast.;22448052;Frédéric;f;2e Arrondissement;Private room in apartment;Private room;1 bath;1;3;"[""Essentials"", ""Heating"", ""Breakfast"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Washer""]";31.00;46;2014-11-28;2020-12-11;94;10;10;10;10;10;10;0.62
4556961;https://www.airbnb.com/rooms/4556961;Bel appartement lumineux à Lyon;23623203;Marie;f;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Carbon monoxide alarm"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Heating"", ""Breakfast"", ""Kitchen"", ""Smoke alarm"", ""Free parking on premises"", ""Washer"", ""Wifi""]";75.00;2;2014-12-05;2014-12-09;100;10;10;10;10;10;9;0.03
4557783;https://www.airbnb.com/rooms/4557783;Place Jacobin, perfect for tourism;23627853;Alessandro;f;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Elevator"", ""Heating"", ""Breakfast"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Dryer"", ""Washer"", ""Wifi""]";100.00;2;2015-12-08;2015-12-09;90;10;9;9;9;9;8;0.03
4564368;https://www.airbnb.com/rooms/4564368;Loft the Palazzo Lyon Fourvière;23660108;Pierre Patrick;t;5e Arrondissement;Entire loft;Entire home/apt;1 bath;2;4;"[""Dishes and silverware"", ""Dedicated workspace"", ""Essentials"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Coffee maker"", ""Iron"", ""Free street parking"", ""Heating"", ""Kitchen"", ""TV"", ""Free parking on premises"", ""Fire extinguisher"", ""Host greets you"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""Hangers""]";80.00;657;2014-12-01;2020-11-24;96;10;9;10;10;10;10;8.91
4565391;https://www.airbnb.com/rooms/4565391;Appartement, terrasse vue Saône;17959425;Anne;f;9e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;2;"[""Essentials"", ""Shampoo"", ""Heating"", ""Kitchen"", ""TV"", ""Washer"", ""Wifi""]";60.00;1;2018-07-22;2018-07-22;60;10;6;10;10;10;6;0.03
4566148;https://www.airbnb.com/rooms/4566148;Standing panoramique Lyon 4 berges Saône;23572622;Brigitte;f;4e Arrondissement;Entire condominium;Entire home/apt;1 bath;1;1;"[""Shampoo"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Dedicated workspace"", ""Gym"", ""Air conditioning"", ""Dryer"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Breakfast"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Cable TV"", ""Heating""]";73.00;3;2015-06-26;2015-12-08;90;9;9;10;10;10;9;0.04
4566326;https://www.airbnb.com/rooms/4566326;Appartement confortable 4 balcons au coeur de Lyon;23669804;Bertrand;f;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;2;"[""Carbon monoxide alarm"", ""Essentials"", ""Elevator"", ""Heating"", ""Kitchen"", ""TV"", ""Wifi""]";150.00;1;2016-06-14;2016-06-14;80;8;6;10;10;10;8;0.02
4566330;https://www.airbnb.com/rooms/4566330;Appartement de charme au cœur de Lyon;18708434;Marine;f;6e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Shampoo"", ""Microwave"", ""Kitchen"", ""TV"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Washer"", ""Hangers"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Dishwasher""]";56.00;20;2016-12-11;2019-09-13;93;9;9;9;9;10;9;0.41
4572553;https://www.airbnb.com/rooms/4572553;Chambre agréable dans T2 bord de  Saône;22377180;Laura;f;4e Arrondissement;Private room in condominium;Private room;1 shared bath;1;1;"[""Carbon monoxide alarm"", ""Stove"", ""Dishes and silverware"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Wifi"", ""Microwave"", ""Coffee maker"", ""Free street parking"", ""Heating"", ""Cooking basics"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Free parking on premises"", ""Oven"", ""Washer"", ""Refrigerator"", ""Hot water""]";31.00;110;2014-11-29;2020-10-08;91;10;9;10;10;9;9;1.49
4573832;https://www.airbnb.com/rooms/4573832;Ensoleillé, calme avec un balcon!;23708638;Noémie, Vincent Et Camille;f;7e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;2;"[""Essentials"", ""Shampoo"", ""Heating"", ""Breakfast"", ""Kitchen"", ""Washer"", ""Wifi""]";40.00;1;2014-12-07;2014-12-07;100;10;10;10;10;8;10;0.01
4573855;https://www.airbnb.com/rooms/4573855;Appartement cosy près de l'Opéra;17908890;Emilie;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Hair dryer"", ""Wifi"", ""Iron"", ""Heating"", ""Kitchen"", ""Washer"", ""Dedicated workspace""]";55.00;7;2014-12-07;2016-04-21;91;10;10;10;10;9;9;0.10
4574451;https://www.airbnb.com/rooms/4574451;Lyon, 60 m² agréables, près de tout;23711925;Jean-Baptiste;f;7e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;2;"[""Wifi"", ""Kitchen"", ""Heating"", ""TV"", ""Washer""]";70.00;1;2014-12-07;2014-12-07;100;10;10;10;10;10;10;0.01
4577138;https://www.airbnb.com/rooms/4577138;Chambre Opéra / bas des pentes Croix-Rousse;1807311;Gilles;t;1er Arrondissement;Private room in apartment;Private room;1 shared bath;1;1;"[""Hot water"", ""Shampoo"", ""Elevator"", ""Wifi"", ""Iron"", ""Heating"", ""Breakfast"", ""Kitchen"", ""Washer"", ""Dedicated workspace""]";32.00;8;2014-12-09;2020-03-13;95;10;9;10;10;10;10;0.11
4577816;https://www.airbnb.com/rooms/4577816;Centre LYON Confluence;23730716;PHILIPPE Et ELISABETH;t;2e Arrondissement;Private room in apartment;Private room;1 shared bath;1;2;"[""Washer"", ""Bed linens"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Cable TV"", ""Dedicated workspace"", ""Iron"", ""Elevator"", ""Heating"", ""Breakfast"", ""TV"", ""Ethernet connection"", ""Smoke alarm"", ""Paid parking on premises"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Hangers""]";50.00;64;2015-09-15;2020-03-10;96;10;10;10;10;10;10;1.00
4586040;https://www.airbnb.com/rooms/4586040;Appartement chaleureux Confluence;4448416;Clara;f;2e Arrondissement;Entire apartment;Entire home/apt;1.5 baths;1;2;"[""Essentials"", ""Heating"", ""Kitchen"", ""TV"", ""Washer"", ""Wifi""]";200.00;1;2014-12-08;2014-12-08;100;10;10;10;10;10;8;0.01
4592558;https://www.airbnb.com/rooms/4592558;Sunny and peaceful 80 m2 flat;23806285;Guillaume;f;4e Arrondissement;Entire apartment;Entire home/apt;1 bath;3;2;"[""Essentials"", ""Hot water"", ""Elevator"", ""Wifi"", ""Shampoo"", ""Iron"", ""Changing table"", ""Heating"", ""High chair"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Children\u2019s books and toys"", ""Host greets you"", ""Crib"", ""Washer"", ""Dedicated workspace"", ""Hangers"", ""Children\u2019s dinnerware""]";28.00;1;2016-12-11;2016-12-11;100;10;10;10;10;10;10;0.02
4593738;https://www.airbnb.com/rooms/4593738;90m² en plein centre de Lyon;18721500;Rémy;f;6e Arrondissement;Entire apartment;Entire home/apt;1 bath;2;2;"[""Essentials"", ""Elevator"", ""Heating"", ""Kitchen"", ""Washer"", ""Wifi""]";120.00;4;2015-12-06;2017-01-02;95;10;10;10;10;10;10;0.07
4600265;https://www.airbnb.com/rooms/4600265;T2 46 M2 Lyon Presqu'île;9539727;Benjamin;f;2e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Cable TV"", ""Essentials"", ""Heating"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Washer"", ""Wifi""]";75.00;49;2014-11-24;2016-11-13;85;9;9;9;9;10;9;0.66
4602372;https://www.airbnb.com/rooms/4602372;Pentes de la Croix Rousse : cosy T2;23851638;Assumpta;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Breakfast"", ""Kitchen"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""TV"", ""Wifi""]";45.00;7;2014-12-08;2016-06-26;94;10;9;10;10;10;9;0.09
4603266;https://www.airbnb.com/rooms/4603266;Cosy appartment city center (lyon 1);10681076;Zoe;f;1er Arrondissement;Entire apartment;Entire home/apt;1 bath;1;2;"[""Shampoo"", ""Room-darkening shades"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Paid parking off premises"", ""Hot water"", ""Wifi"", ""Waterfront"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Breakfast"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Heating"", ""Cooking basics"", ""Coffee maker""]";53.00;16;2014-12-05;2018-12-09;85;9;9;10;9;10;8;0.22
4603546;https://www.airbnb.com/rooms/4603546;Lovely 1-bdrm in typical X-Rousse;23739682;Xavier;t;4e Arrondissement;Entire condominium;Entire home/apt;1 bath;1;3;"[""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Oven"", ""Refrigerator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Carbon monoxide alarm"", ""Essentials"", ""Hair dryer"", ""Elevator"", ""Iron"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Free parking on premises"", ""Washer"", ""Hangers"", ""Free street parking"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Dishwasher""]";67.00;97;2014-12-10;2020-09-30;96;10;10;10;10;9;10;1.32
4612186;https://www.airbnb.com/rooms/4612186;PART-DIEU - Rare, Joli T2 avec terrasse;23895458;Vanessa;f;3e Arrondissement;Entire apartment;Entire home/apt;1 bath;1;1;"[""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Bed linens"", ""Patio or balcony"", ""Elevator"", ""Oven"", ""Hangers"", ""Refrigerator"", ""Cleaning before checkout"", ""Cable TV"", ""Heating"", ""Host greets you"", ""TV"", ""Essentials"", ""Washer"", ""Dishes and silverware""]";73.00;15;2015-05-12;2019-11-15;96;10;10;10;10;9;9;0.22
