id,minutes,n_ingredients
180655,37,7
260620,40,7
184119,510,13
317540,185,8
227549,735,11
166057,27,6
139263,59,14
59817,35,6
288910,60,10
141331,50,11
38576,250,4
40106,70,9
106899,2,4
78339,360,26
158429,45,12
12484,25,4
45722,250,7
165656,100,6
200501,75,23
299245,43,10
177536,60,10
238279,20,15
458964,33,11
106661,5,5
392676,5,4
293639,105,9
255122,20,7
144065,135,12
342245,20,4
70172,5,4
13920,50,10
398632,30,11
54054,85,11
348306,45,14
25021,70,15
424110,40,13
156036,35,6
281565,5,5
255165,80,16
103270,30,7
281141,7,6
143514,121,4
294418,30,8
246857,30,12
132604,605,11
216326,30,4
190513,20,10
3252,0,10
108545,47,8
56905,50,15
402819,143,7
31583,20,8
243306,10,9
228962,4330,2
114337,75,16
347944,30,12
167699,30,12
174323,10,3
251151,210,13
216412,20,7
437715,80,15
39130,25,10
371394,35,6
74846,185,7
396717,30,7
376161,1530,13
62552,75,10
297776,100,5
60352,5,6
263905,40,7
187528,40,9
44112,30,9
359755,35,8
98476,45,8
382242,315,11
118823,6,7
364762,80,11
36643,30,8
272181,20,10
282570,40,9
340361,30,8
315949,15,9
289762,70,8
330177,20,6
110616,20,7
119387,115,9
45695,60,10
71516,310,5
413535,15,4
295353,35,10
424767,60,25
35559,25,11
306787,145,20
310404,90,5
58711,45,11
142507,25,10
393846,60,8
440751,45,15
276673,65,7
58463,195,9
375857,21,7
167329,30,7
280572,22,7
119628,40,4
289731,260,7
197141,155,4
358997,305,8
34207,5,6
123094,25,5
5308,0,6
18813,25,6
318272,80,17
55964,50,12
34888,42,8
293162,50,12
359879,5,5
180577,55,9
186327,2,8
324791,55,11
283430,5,3
304159,45,5
290357,135,4
32176,65,8
107448,25,7
62144,75,14
140809,85,10
249547,60,11
289552,85,12
66540,33,9
260489,25,8
312034,40,8
366386,10,6
396406,20,6
28177,57,10
293618,10,4
310962,50,13
102426,430,12
116774,40,12
45779,5,6
112327,5,3
219366,6,5
321879,20,6
536679,60,9
96491,130,11
376371,10,4
309492,20,8
30135,5,5
266060,25,7
273156,70,17
163349,490,7
24751,8,7
137137,300,11
117650,135,11
129372,120,17
100798,25,10
70961,35,7
25174,20,7
136028,42,12
104759,25,12
160233,6,5
83431,105,10
184228,20,12
241828,22,10
116674,30,9
104158,70,6
336001,22,10
154986,65,4
149241,45,11
193381,2,2
451594,45,8
222184,30,5
191334,55,9
244743,40,7
211585,20,11
125987,5,9
129281,70,5
183040,55,11
19620,30,5
16020,40,11
127199,6,9
15966,45,7
254513,7,7
114923,25,9
355616,50,19
46796,60,18
207367,30,10
139475,60,17
311446,20,9
140524,16,4
359542,5,4
175293,55,9
452194,25,9
102505,120,14
45286,10,5
289389,80,8
215684,45,14
160308,70,9
426493,140,20
97213,75,3
457146,84,12
535375,50,11
85341,21,13
322496,10,6
274157,20,8
514941,60,5
170588,20,10
206438,30,15
72646,25,11
268289,80,11
254481,45,12
466094,65,5
200625,30,9
444714,60,5
26219,15,6
81235,30,7
386502,40,16
238212,1,3
349456,15,15
127698,25,14
395860,50,6
110649,75,13
303995,20,10
419233,5,4
383373,20,5
51784,15,12
207976,15,10
221058,65,10
78130,200,9
238915,75,11
413427,35,9
259349,550,8
378859,55,15
534393,85,8
509335,40,21
378112,80,13
155047,5,4
90732,45,9
176856,22,7
90422,15,9
423427,20,4
246696,80,15
359538,16,6
456975,10,9
50726,13,10
96722,60,11
275543,1450,6
64291,90,6
286387,20,4
196401,35,7
69676,120,9
246596,6,9
283013,30,12
396901,40,9
185574,25,4
252735,70,10
216163,65,7
58107,30,8
43888,3,6
249178,75,13
128101,35,10
394833,25,11
332292,20,13
69437,45,12
84127,110,12
255633,35,5
54358,45,8
474987,45,15
181885,50,7
335344,40,14
499139,10,6
339024,80,13
203832,5,5
204473,10,9
35316,8,5
49668,27,4
245302,5,8
347393,20,4
192266,25,7
438327,65,13
318382,30,10
167077,25,4
407545,20,9
74969,25,9
420092,5,5
444138,10,11
487389,105,9
73817,35,9
231405,35,6
154018,50,13
187685,4,7
462195,30,6
135333,60,11
346701,15,8
320365,15,13
481196,75,9
286222,20,9
223485,135,6
94726,25,11
297214,30,4
351142,180,13
258948,30,14
449117,20,9
352667,15,3
92079,25,9
24138,17,6
415964,2,4
17214,20,4
215902,15,2
350544,15,7
301966,15,7
139725,140,10
487268,120,14
92647,20,7
140287,25,10
27874,90,8
160101,260,9
105918,75,17
430532,30,13
115111,20,6
158415,25,5
49521,75,5
309956,15,5
444457,4,6
255458,75,19
8222,40,15
62280,35,13
519868,75,17
303081,125,11
132688,55,10
413234,16,13
85356,195,4
235542,15,6
371595,65,5
277920,35,7
131813,80,16
60637,28,14
160229,20,7
133325,55,13
233672,5,5
321195,98,11
93593,20,8
61054,110,10
331412,40,11
190695,80,8
350993,10,5
11699,615,9
459551,60,11
56110,35,7
211709,50,5
159712,85,11
428125,2,2
342564,135,14
322220,28,8
146742,32,7
246317,55,7
334049,65,10
277697,2,5
190712,25,13
321102,45,10
398925,490,7
48102,20,10
288182,1470,11
321638,45,10
70315,23,10
414542,45,10
420036,45,13
61849,5,6
479504,30,8
454109,55,9
354049,45,10
37532,60,4
11867,5,2
172566,35,8
13883,50,7
239970,30,9
108667,495,8
246166,45,7
216064,25,9
482282,10,7
355460,35,11
188595,80,11
69829,40,10
104022,60,9
451288,23,7
278221,45,9
239114,13,5
120087,26,13
455632,10,3
449921,27,10
446095,30,8
255389,80,11
281685,25,11
13835,605,9
355133,55,7
186362,40,9
107077,15,6
280366,30,11
12919,35,14
101881,35,10
503344,30,8
360680,90,4
105232,10,6
4429,80,9
166785,15,10
359581,75,15
14074,153,10
313674,60,6
398539,2,2
200472,85,7
111673,50,12
406892,15,8
281251,30,10
4530,15,8
350683,30,11
247869,30,12
18128,50,11
446263,70,13
497266,35,7
433914,40,7
534000,160,15
133156,12,8
10884,35,8
357631,35,12
126238,35,6
64450,50,6
332519,80,11
393035,20,2
369080,5,7
4308,0,7
312573,35,13
185675,35,4
146821,90,16
351950,15,4
175773,195,5
56646,90,11
55449,40,9
293713,10,7
58322,20,7
229856,250,7
107081,22,8
130490,55,9
389944,10,5
254490,40,13
200857,15,5
343210,15,7
232114,250,8
48297,18,5
93454,55,10
40102,18,7
86097,45,12
425018,55,8
63502,22,10
370342,110,8
40066,195,6
208494,28,15
63563,35,8
472365,99,7
23927,70,12
151462,100,18
21291,30,11
25667,45,9
108574,45,12
284552,50,11
353260,50,7
226079,70,9
220154,60,11
107128,90,16
348264,25,5
186139,7,6
387423,23,5
274377,15,8
79431,30,6
27132,28,10
128746,2,5
335232,45,17
77248,22,9
71940,105,10
2970,0,9
111999,35,13
243800,30,8
266778,5,5
323924,10,5
439531,10,7
88964,110,7
72688,35,5
30864,105,11
389639,21,9
150510,35,9
60586,270,11
59656,40,9
89015,11,6
168805,25,6
402580,80,11
356096,55,8
272132,33,2
411708,35,12
310910,5,6
24149,4,4
123529,5,6
149979,50,16
484356,25,6
39125,60,8
17384,10,7
472552,35,12
296421,15,9
370205,30,9
404278,35,12
103248,25,11
53370,105,7
29172,20,6
41860,35,10
279580,25,11
186187,40,5
248795,5,6
52427,210,9
294134,60,7
134252,25,14
482899,15,11
71893,60,9
164591,75,8
109344,7,5
216707,45,12
245088,380,10
57875,10,2
322814,390,12
91496,40,14
490773,55,9
140994,30,14
11304,55,12
113407,45,11
458575,15,5
245071,3,6
91126,540,10
149760,70,9
144467,45,9
430672,30,14
318416,10,6
466324,50,19
344177,65,6
517885,30,14
166085,65,12
347185,25,7
38313,5,5
317495,135,6
503721,20,7
207216,40,7
98810,20,18
355051,3,6
160130,50,14
21015,30,6
251715,10,5
203987,55,13
130766,5,3
96446,65,9
180696,3,4
382287,25,9
436863,5,5
199788,35,12
370310,11,12
5186,55,12
361373,70,7
122416,65,8
200419,25,3
342416,60,16
14216,45,14
340227,30,8
289554,5,9
186041,250,4
459888,70,12
358113,30,12
279004,50,7
386431,20,10
140874,25,7
189275,50,9
337961,35,9
33561,15,8
95771,5,6
27871,25,2
250339,4,6
449907,620,17
389466,13,8
50755,55,11
74217,100,5
180669,17,8
187730,45,8
422646,40,10
341873,75,13
113606,90,14
501030,20,5
111637,40,7
104636,25,5
66806,15,9
173128,36,6
179691,115,15
442483,35,9
106273,75,8
232288,20,9
201526,100,12
120084,20,14
271410,510,8
292928,35,13
393288,85,12
134783,50,5
43162,75,8
131708,35,11
268647,40,2
276360,40,12
136378,27,15
69735,750,7
396482,10,10
127878,35,6
151169,40,11
139605,55,16
6922,0,8
107004,370,6
383641,30,8
282154,15,5
180109,15,8
20261,490,9
77376,8,7
363141,180,9
471275,25,13
373379,730,6
395950,20,3
92416,315,10
55212,35,8
178893,30,12
66161,30,5
461865,770,13
222917,15,8
162530,40,8
324187,25,13
257097,45,8
372214,30,7
441970,25,6
20890,40,14
149627,20,10
33401,10,6
197845,12,7
375367,60,12
208965,7,4
268489,50,5
58746,6,5
206906,5,6
218230,40,14
88296,55,8
424610,20,7
39367,220,18
71555,70,6
412457,25,10
138328,500,5
170443,120,11
21994,5,6
7720,0,7
327952,75,11
341200,25,4
227844,200,13
208379,110,19
390563,60,12
370841,35,18
390800,10,4
416139,45,9
203320,35,5
71980,75,5
187803,15,12
79294,45,14
76949,85,14
111335,380,5
58311,65,9
51603,30,8
126745,140,9
248964,35,11
236552,70,10
478450,20,10
472553,80,9
527141,45,10
24488,45,8
193305,115,10
172238,43,8
113532,100,8
207708,35,12
114240,32,17
259287,75,7
334072,35,7
313167,75,7
346125,15,6
75336,27,10
377561,45,15
73975,35,9
8710,35,10
362849,35,14
148490,40,4
57968,190,11
256208,10,5
73733,105,6
183484,10,10
356948,55,6
234834,15,5
30481,8,12
501164,80,17
220662,10,12
379793,20,8
452901,40,14
443141,35,13
43087,28,9
369796,10,7
175669,68,16
118230,10,9
262893,16,9
186485,495,14
14891,30,8
24609,5,4
199398,5,5
266523,140,8
150725,30,7
328767,11,6
135954,85,7
169885,20,10
128477,260,19
262339,90,13
248007,70,16
215327,25,10
287203,60,12
21961,22,9
65899,40,5
127927,100,8
220539,65,12
192858,5,4
324492,150,10
38465,495,8
110805,55,7
497385,30,5
306100,40,8
72121,40,11
76371,10,9
22867,15,8
465399,15,7
317452,50,14
155692,25,10
224932,35,9
211278,75,8
169922,60,12
171760,55,14
106946,87,8
294549,60,10
128985,35,3
116307,85,17
396409,15,8
255733,27,9
203430,50,7
485397,65,5
79541,80,5
222524,30,9
100300,95,13
165772,5,5
249892,145,11
361139,495,9
376330,15,5
201148,70,11
13813,80,11
50722,35,12
149708,495,7
329421,45,14
457097,25,9
55148,80,7
312996,40,10
114050,35,5
239185,25,8
262816,160,20
81197,30,8
87159,500,20
292345,30,4
68835,750,9
94793,40,9
62023,35,10
122154,5,3
44422,40,10
290523,30,8
46562,40,14
18096,20,6
131040,15,11
121395,90,10
65371,60,8
42075,65,9
172148,100,21
63183,12,10
122134,60,11
267001,260,10
381962,25,6
147828,25,5
454248,35,3
217990,23,8
293591,25,12
35488,60,13
129594,45,12
198470,250,7
289102,380,17
421602,30,7
362798,60,8
158147,120,4
464592,20,11
531537,30,11
82600,20,5
36064,105,13
359381,75,10
161296,32,5
423662,130,5
51469,20,6
391616,2,6
191609,5,7
311215,5,6
267546,90,5
179598,25,10
346464,45,6
274535,25,7
60959,15,7
237207,45,4
179619,90,12
445374,10,11
448787,40,15
336769,35,20
415111,50,11
44475,42,10
334348,90,19
506078,15,7
283453,50,4
9851,60,10
440860,185,8
144665,735,7
492751,40,4
140628,5,4
461784,85,10
343914,10,9
10501,40,14
302827,45,19
131229,65,11
23608,30,9
340076,1,2
35700,10,6
58770,30,4
202828,35,17
214224,45,8
27632,22,11
42703,420,14
163161,60,12
255997,65,10
177145,255,11
220044,10,7
317649,10,4
271551,30,3
72476,35,7
147279,45,8
91889,150,14
83196,45,7
44516,15,7
162438,65,11
375460,5,5
185596,330,9
250134,35,8
336690,40,6
232194,20,5
71224,20,4
403992,40,8
246837,4,7
141734,30,6
21131,10,10
167787,10,7
302890,75,12
78399,540,10
377293,15,7
112733,15,6
341903,65,7
507938,30,10
102189,15,7
230938,30,9
23785,500,12
497653,25,6
216281,20,7
379499,30,8
31190,330,5
108353,330,12
193208,135,12
363506,50,14
357577,80,16
309164,20,10
396346,18,8
130806,15,9
187277,26,11
4032,0,8
34565,35,11
96651,17,10
241647,5,7
25645,120,11
88687,37,5
456166,80,11
30040,165,6
334000,45,12
37531,20,5
116199,10,12
368341,20,12
380208,10,10
203383,31,6
327202,20,13
277553,15,9
229639,70,10
139927,135,4
43104,45,9
155098,105,7
124598,50,12
182612,30,4
74792,60,12
242531,2,2
13574,26,11
104130,15,4
17602,5,5
135924,30,10
71808,35,13
503605,75,12
407171,140,10
259037,45,14
61284,35,9
85998,115,17
216845,5,5
112003,20,6
387678,8,3
174785,15,5
44760,25,9
111074,20,11
79854,40,6
174914,188,5
222132,20,8
74727,15,8
130184,35,13
102054,15,6
185850,75,15
8483,60,11
248370,15,4
147523,25,15
138409,25,2
433385,50,11
333975,35,11
35841,30,8
344454,110,17
54726,15,8
169600,45,12
69295,39,14
162792,20,7
238844,20,3
167670,40,15
85172,120,12
304516,65,8
171117,45,11
138104,35,10
323264,40,10
240677,15,11
90211,30,6
174235,30,5
204687,35,7
63863,75,8
323507,20,3
204512,125,4
167935,80,9
465335,1440,12
373944,315,14
16270,45,16
204440,20,9
305478,105,15
172606,55,9
147539,30,14
253235,6,3
177375,45,13
129988,260,9
277732,270,11
464285,20,7
40919,35,9
207287,15,6
215544,50,6
4874,80,12
348825,20,14
485128,15,8
126599,40,14
455476,35,8
185845,35,12
331420,25,9
369941,270,11
135371,75,14
218723,35,8
101455,75,9
512375,25,10
270449,55,14
220219,35,12
264499,28,13
496647,35,5
92402,95,11
161398,25,17
123392,200,12
357078,75,12
179777,240,13
16360,25,4
436259,50,10
160312,20,5
308925,10,3
23271,30,9
73651,25,9
205031,40,9
243382,25,9
246964,6,4
179391,5,4
76596,30,7
287001,61,7
157216,50,12
424198,75,10
809,150,13
114906,55,10
262750,105,11
141659,75,12
92813,20,4
44632,130,8
452820,15,7
371094,25,9
178145,50,20
241833,65,11
325743,30,12
310399,240,9
8725,40,12
301235,20,7
245857,10,7
266653,35,10
184424,65,9
306252,75,11
511857,35,8
119526,40,7
380430,20,8
175404,10,6
48823,735,11
183324,20,11
167066,85,10
251053,10,4
386908,17,5
403126,5,3
457816,35,9
453192,20,16
450629,15,11
71739,45,8
459599,35,12
299423,20,14
69019,7,3
383584,15,9
359733,20,12
162874,560,17
375847,70,11
215521,30,10
307498,5,5
353944,60,8
406595,145,14
448108,95,16
379085,30,11
438800,11,9
37060,10,4
188074,15,6
41862,35,10
40520,45,7
232983,30,10
89699,40,8
135057,45,8
481793,35,10
320413,55,12
390547,60,7
405696,35,5
261787,15,10
371325,165,16
461458,12,3
18078,25,11
52482,375,18
488862,270,17
416489,35,6
41525,35,6
99532,75,9
306871,40,8
419115,45,8
168334,7,4
320671,1,5
154668,55,13
454602,40,16
196856,15,9
9115,5,8
50004,35,3
68885,35,9
325141,35,13
123266,105,15
318030,25,15
205776,35,8
172932,35,9
344991,25,6
386037,1515,9
263982,120,15
167746,205,16
412505,25,7
172405,46,13
399022,38,12
366761,90,11
111111,21,10
331124,40,16
28738,30,8
157959,20,6
281056,32,7
312914,20,3
515426,510,10
71990,220,10
99268,25,8
74157,23,9
236062,25,10
253302,15,6
171279,30,12
148853,15,13
272879,18,3
13758,20,4
45883,75,12
261719,40,4
141809,24,7
360146,255,13
28605,95,8
438464,65,16
82653,90,7
190866,38,9
331228,60,22
89962,60,16
454532,19,8
337130,25,11
237204,90,14
441358,5,7
61279,85,17
375011,75,12
89396,60,6
387520,27,9
326304,2,3
404455,30,13
197,83,11
319442,495,10
373092,10,6
249726,20,4
94000,100,16
38379,80,14
159715,165,8
426915,20,12
14817,1200,15
275857,105,12
411350,25,10
207544,15,16
29329,190,8
10407,5,8
263752,55,8
329286,35,9
505562,45,13
126741,370,7
204027,80,10
307856,380,11
483920,45,11
144217,55,12
324211,75,10
44391,55,11
99208,10,12
151017,90,10
458910,18,11
374372,95,5
154636,70,7
266541,150,14
505968,25,5
187670,55,7
398357,30,10
290570,40,18
244517,55,11
317235,5,6
32370,35,10
193134,10,3
184718,10,3
330850,45,10
111455,40,15
59722,10,10
381634,65,9
344723,10,12
86042,20,4
503681,15,4
477386,430,12
45502,65,13
216627,150,11
150174,150,7
61634,30,14
47706,30,7
173955,5,6
23657,15,8
345553,23,11
295519,15,5
281436,35,7
240365,20,8
52606,5,5
312879,180,2
169769,130,12
441972,45,9
93038,68,8
458599,60,7
47144,45,9
147822,20,7
393648,30,10
511195,70,7
391783,25,4
26257,1920,15
102277,120,11
175469,75,17
365990,5,9
469325,40,12
258938,31,14
363410,35,6
7000,30,12
346944,25,13
355175,10,11
164992,50,6
189291,35,6
216866,45,17
370880,30,10
227158,75,7
251321,15,8
116883,20,10
348025,5,5
121864,75,8
337102,60,16
97288,270,8
403823,25,12
38879,30,12
209735,35,6
156134,40,12
165345,60,11
218846,56,10
373585,20,4
183954,120,12
111068,21,9
204364,16,11
449697,30,7
55392,45,11
244204,5,6
318879,100,10
265502,10,9
422404,25,5
128032,35,9
373155,30,9
157263,60,16
150249,120,9
194647,40,9
61410,150,7
142582,60,14
531158,48,10
292739,2,5
146363,10,9
15099,5,5
320436,490,9
114009,15,5
499489,16,8
398032,20,6
27988,50,14
508302,5,7
58828,10,5
177689,40,11
102961,20,7
65268,20,9
222532,60,7
207545,40,11
447801,30,6
40101,25,8
469632,20,10
41291,27,8
256197,55,12
125321,40,11
80952,50,10
21939,30,8
32745,35,9
228774,20,11
45316,15,3
70783,5,5
29387,1080,12
457516,30,9
280866,40,14
10083,0,2
108668,15,9
25672,40,6
180375,140,11
243921,5,6
29209,82,10
47983,45,11
292273,95,21
4053,0,9
90084,55,12
226300,15,3
277933,30,11
209765,250,5
207530,217,5
238229,20,6
75633,500,14
212892,32,9
6930,37,7
36950,30,10
409651,22,15
146925,10,10
231666,10,3
332828,65,8
352508,92,6
278529,130,8
495335,85,20
414737,65,13
116820,30,10
70696,60,12
289023,44,9
480258,10,5
59635,5,7
198176,5,8
60528,45,9
290612,70,10
358594,21,12
94659,15,10
106180,55,6
232364,10,5
279511,5,3
500131,15,12
176655,30,10
140691,25,9
440040,15,9
114599,25,9
57615,80,15
246577,30,8
23574,75,11
48150,192,8
57446,60,10
397087,35,12
430951,15,7
369747,40,15
336470,222,22
360603,20,7
180664,485,7
220325,90,14
47681,45,10
377791,40,8
116554,45,7
224867,30,8
82783,31,5
118344,45,18
496849,140,9
48775,25,13
42410,5,7
31632,30,11
180602,35,6
380015,80,10
52501,4380,10
408785,35,11
48399,35,13
106590,70,12
140307,33,9
329450,25,5
344170,10,5
64063,15,7
139772,12,3
383931,25,7
22990,25,7
207438,5,7
510968,12,7
221774,105,19
27739,5,7
70218,20,7
82097,20,8
159423,135,9
202859,20,7
408907,30,8
328993,250,4
210507,65,14
124390,70,6
2836,5,14
306259,13,7
292490,30,5
267774,80,14
128836,50,7
83986,30,12
344331,70,10
16457,65,5
114068,75,4
25723,42,6
229596,18,13
305432,52,15
497255,15,5
414224,55,10
315251,15,11
270753,60,12
334865,70,9
490038,55,6
113004,75,12
189448,5,4
55193,90,12
195681,17,9
129762,45,4
416171,30,8
479420,75,13
279371,50,6
536506,195,20
36658,10,7
75939,70,8
85315,1490,4
114157,25,9
490180,130,10
131126,30,8
195597,135,12
166383,50,13
383598,90,14
54068,50,10
157900,25,10
102930,55,9
31188,10,7
82350,140,7
459493,30,8
487303,30,12
458348,30,7
387666,50,7
203661,25,12
106716,25,11
370023,15,11
275139,35,5
91080,17,10
240503,20,9
233643,80,16
15654,40,11
457961,40,11
206086,20,9
206780,8,8
327297,5,4
38000,15,9
4171,0,5
228887,10,9
168950,250,8
432439,165,19
348796,40,4
308919,30,2
386035,45,8
160510,50,6
355328,35,8
58019,40,11
108256,5,6
118770,40,9
200881,5,7
164620,30,10
168516,25,7
244837,170,5
427463,35,12
251852,50,14
30003,30,7
145352,50,15
427341,105,13
358003,2,4
685,140,5
92163,15,11
147524,87,10
202868,60,7
202938,35,11
342403,30,9
393885,85,12
95823,20,11
481368,20,7
55384,5,5
36014,44,8
164425,15,10
118183,32,11
366903,30,8
106094,60,7
92778,15,5
386537,70,7
52417,30,17
64983,22,11
347764,20,11
379905,30,11
34602,2,4
74559,30,8
407563,40,14
83328,10,6
73748,85,11
221097,20,16
226404,53,8
123048,20,6
16968,25,6
220754,30,9
480635,10,4
257266,45,13
416000,18,3
261737,20,7
483497,60,6
230960,30,10
507807,50,9
188757,60,11
331929,120,11
287961,105,20
45503,315,7
381375,10,6
309410,30,9
63881,40,11
386842,30,5
435678,40,5
108918,5,9
211202,35,8
108999,20,6
322391,10,8
155152,10,3
294620,10,7
494438,35,17
418501,90,15
341557,35,14
272693,30,9
335208,75,11
363856,12,9
63487,34,10
91355,25,6
367865,8,9
414121,30,8
141909,50,9
163324,75,15
122651,20,9
272568,5,6
403053,20,11
376815,40,17
113089,70,11
261502,20,11
172384,5,4
420194,10,9
25502,120,9
40539,25,8
15336,85,18
244504,70,8
3003,80,13
84299,2,5
414269,25,9
397744,60,7
192436,15,5
225403,25,10
381870,40,13
68972,25,11
269289,20,4
271535,45,10
247202,10,8
289010,80,12
394487,40,13
448139,25,13
24506,5,3
90515,30,10
470575,180,13
411005,30,13
76831,35,7
38243,87,7
279994,275,8
183419,80,9
415248,4,3
428817,40,13
40903,58,7
202023,7,4
210095,50,10
52601,5,5
94935,20,5
410258,35,8
246062,30,16
44324,20,16
22927,50,8
12500,55,9
395107,35,11
241784,80,8
82593,35,5
186319,15,6
399720,210,14
64874,15,6
416523,25,9
155400,19,9
287689,95,9
78911,20,7
304748,5,6
500465,20,8
193560,1,4
11008,55,8
403664,25,6
267782,25,4
398300,40,14
504866,15,4
351466,25,10
344093,40,4
76593,125,7
370966,35,9
352077,4,6
187357,30,8
303064,35,11
41041,20,13
429288,2,6
349473,45,17
271684,30,9
253864,50,8
268359,135,8
166744,70,21
373098,5,5
300266,50,4
241431,45,20
162581,65,12
34774,15,9
470866,10,8
413265,30,6
104953,35,13
46040,150,8
355418,20,9
41797,55,7
251605,25,8
45705,50,4
261013,45,15
86449,35,8
134136,320,10
8604,30,13
1797,0,9
30021,40,11
500592,120,13
300227,260,8
411288,130,6
74349,305,8
162017,80,12
70399,20,5
270004,370,13
39648,70,8
171606,45,12
298066,20,10
163429,60,10
43692,10,3
64093,60,7
191138,10,7
220974,12,9
103745,40,9
38850,14,9
352099,10,4
505848,65,16
166642,51,9
220384,35,11
224260,750,5
239968,25,7
290506,45,7
431889,18,7
397749,25,6
160657,45,13
370368,55,12
402787,30,6
139282,30,17
100085,16,3
28439,15,4
83928,5,5
322718,78,5
315558,5,5
101454,70,6
241160,65,10
94819,5,4
388372,33,6
111072,50,6
19410,260,13
159435,330,6
464582,30,12
204662,28,15
29605,55,17
257921,40,12
171691,10,7
182955,90,11
213712,12,5
250350,15,5
172881,45,7
288978,30,10
196677,15,16
34419,10,8
227528,10,6
98962,20,5
435496,570,7
112719,45,14
185105,10,4
151121,30,12
12135,70,11
54650,40,7
62978,45,13
441315,95,8
123158,30,12
132675,7,6
77529,80,9
37279,41,11
135374,45,15
356108,18,10
130450,30,6
92313,270,22
506221,6,6
306204,30,12
382705,740,9
45182,30,10
48027,50,10
307174,12,6
54679,15,5
147017,55,11
134642,35,8
324503,20,10
111070,30,7
293836,25,8
163099,10,7
24450,21,7
209804,60,13
462477,80,6
302287,50,13
335926,65,9
155619,30,6
2335,0,9
388092,39,6
226746,42,7
62446,50,15
328686,27,14
40092,20,4
328029,8,7
198798,30,12
28981,20,8
104270,240,19
192079,40,8
256666,243,8
429496,55,14
154456,200,5
278845,5,8
129554,45,9
16505,5,6
19017,25,10
123402,90,12
221804,20,11
296666,18,12
242501,60,7
126975,60,17
350431,210,11
8440,5,4
106255,105,11
99265,18,6
484819,104,14
381184,60,4
13994,210,6
207743,10,14
464939,85,8
154751,55,13
70762,33,9
344178,45,13
69190,135,11
196446,55,7
182116,20,10
163586,160,10
90894,105,8
290479,10,5
391441,50,11
402663,90,10
74698,55,8
41898,100,14
340787,270,10
424112,15,6
196165,390,8
17275,35,12
109187,13,6
334071,90,8
262661,5,5
11687,45,8
59296,90,8
476494,4,8
71400,5,5
112992,20,4
278141,60,13
314470,25,10
150850,495,12
234905,25,6
264656,20,6
255144,15,6
164883,380,9
118106,40,6
179687,124,13
334257,15,8
291128,40,16
454477,60,16
305767,35,13
179625,120,3
75577,10,8
313124,70,17
346518,490,11
125367,25,3
89034,20,16
294299,15,5
10835,5,6
17703,500,13
343656,50,10
73518,255,14
144990,5,5
41737,80,10
481109,20,12
252510,50,6
376684,35,6
226331,15,6
58201,25,7
200154,15,13
231250,45,7
269122,495,8
400181,130,7
153776,320,12
165041,35,9
359655,90,13
234398,25,11
507348,6,6
78792,20,7
375729,25,12
150550,40,14
60550,50,11
305325,35,4
380994,70,7
39417,192,16
448903,360,16
305512,45,13
91561,25,4
279166,50,22
240768,100,12
433190,5,7
133628,40,6
491063,20,7
312749,60,9
332588,15,4
191793,35,16
54309,15,10
413226,260,8
108380,22,7
3377,0,10
305267,25,16
372750,40,14
10493,30,6
320608,50,15
49719,12,4
57689,5,7
188655,85,6
177072,45,6
19134,510,6
161966,20,9
207174,10,5
312638,42,5
153246,13,8
44975,30,7
247188,70,7
54946,40,7
496020,37,15
462647,12,11
22680,50,7
489086,45,7
496,87,10
392290,25,6
151331,55,16
57324,45,11
103220,15,4
87449,10,4
235472,165,19
250313,15,8
12693,10,8
305075,75,10
293646,3,6
334418,570,12
476369,45,14
273315,2,5
241920,15,7
219337,60,15
97270,10,7
336750,30,15
231901,150,7
105471,75,9
303568,50,10
130232,5,6
65395,10,6
317336,60,13
90577,45,11
168273,22,8
95233,30,6
59514,500,9
313513,70,15
134847,55,8
217534,30,8
263496,60,7
367704,20,6
195795,15,9
74689,30,7
339199,5,5
494977,55,9
157176,120,6
375957,25,9
15113,25,9
28500,40,12
392310,45,6
200236,150,16
169958,30,4
424697,30,11
84175,405,8
310996,50,8
362979,55,18
289444,10,7
484537,25,6
104933,45,9
205296,30,9
130479,80,9
207778,20,11
76206,45,12
323351,80,16
241232,18,7
12405,29,11
366273,50,9
54674,40,5
497346,16,6
419935,30,6
181129,182,3
73915,15,11
228119,25,3
175879,45,18
427366,62,5
36800,9,6
481878,45,4
411809,32,13
335777,75,8
70014,55,8
209608,10,4
363030,5,7
39098,20,10
438123,58,14
299530,35,10
15925,18,10
370552,50,10
452653,30,5
292206,40,10
389371,20,4
151901,5,5
26867,45,12
157365,20,12
181538,40,8
311892,25,7
110539,25,7
124189,20,7
155198,35,14
372863,145,13
284921,65,4
340103,60,6
86421,20,4
227594,32,12
284008,35,4
323846,17,9
218279,25,4
373256,15,7
388951,125,9
72367,65,9
221324,55,10
9503,70,6
106654,50,4
235716,370,4
53462,23,6
386200,25,7
98155,60,9
193393,35,12
476441,15,3
203199,60,13
338178,5,5
418162,65,5
7425,40,10
243267,15,12
335749,540,10
235595,7,3
105097,45,8
308718,15,11
370036,20,6
396463,60,10
357592,8,9
253098,25,6
181624,20,7
318066,60,8
473177,13,10
428754,135,17
131993,45,14
459332,50,10
488165,75,11
264097,70,11
268031,25,6
170508,70,11
274133,70,6
124444,55,9
77666,50,7
241616,30,8
118129,25,4
12203,45,5
171386,65,9
195339,53,7
29249,10,9
105445,80,18
214276,30,8
63700,150,18
113164,60,11
106659,40,6
320180,60,7
45820,425,10
125520,25,9
209456,95,13
145908,10,6
