"client_id";"DIR";"Age";"NumLoans";"NumRealEstateLoans";"NumDependents";"Num30.59Delinquencies";"Num60.89Delinquencies";"Income";"BalanceToCreditLimit";"Delinquent90"
9792;0,000113;63,4;4;0;0;0;0;8938,093556;0,001453;0
9802;0,527521;48,1;13;1;2;5;1;6220,666734;0,120907;0
9805;0,067639;81;9;0;1;0;0;1573,459864;0,020663;0
9810;0,223265;34,2;7;0;0;0;0;5753,203677;0,734695;0
9815;0,393415;46,2;12;1;1;0;0;7543,155497;0,412015;0
9825;0,639208;42,4;10;0;0;0;0;3006,78399;0,164568;0
9826;0,422546;62,5;17;2;0;2;0;10590,77969;0,62076;0
9837;0,534301;61,6;3;1;0;0;0;1290,426815;1,008584;0
9847;0,032885;42,4;2;0;0;0;0;2750,121274;0;0
9852;0,006836;58,2;7;0;0;0;0;2816,233088;0,012781;0
9854;0,260461;39,3;12;2;3;0;0;7188,87271;0,025825;0
9859;0,322808;40,3;11;7;2;0;0;11590,80339;0,052288;0
9860;0,312917;51,1;10;2;1;0;0;7085,881293;0,146226;0
9899;0,327909;67,7;4;1;2;0;0;5205,649766;0,225798;0
9902;0,613414;66;7;1;0;0;0;2502,545028;0,253093;0
9916;0,50353;37,1;15;6;1;1;0;30499,2716;0,873872;1
9918;0,01406;66,5;2;0;0;0;0;2017,530654;0,078706;0
9923;0,028602;73,3;11;0;0;0;0;3414,737554;0,071675;0
9930;0,243085;55,2;3;0;1;1;1;3603,047514;0,136127;0
9936;0,007723;30,1;1;0;1;1;0;1830,663088;1,360165;0
9947;0,159517;63,2;7;1;0;0;0;8916,213641;0,024815;0
9952;0,346936;72,1;12;1;1;0;0;11034,4581;0,0283;0
9964;0,467957;56,5;25;2;0;0;0;21529,23496;0,634874;0
9967;0,25933;50,4;9;1;1;0;0;6903,964793;0,034605;0
9982;0,273357;39,3;9;2;2;0;0;8395,418042;0,176227;0
10013;0,473113;31,2;11;2;0;0;0;7585,084408;0,604287;0
10020;0,343345;39,2;6;1;2;0;0;3168,468766;0,485696;0
10022;0,091612;45,3;9;0;1;1;1;8975,034394;0,871748;0
10029;0,249141;36,1;5;1;2;0;0;5037,594069;0,415548;0
10042;0,139924;55,2;5;2;0;0;0;11334,40924;0,329119;0
10050;0,950019;39,1;10;3;0;0;0;6603,869293;0,423613;0
10054;0,435442;46;10;3;0;2;0;20188,57727;0,18022;0
10068;0,258271;43,1;6;2;3;0;0;8149,99446;0,034701;0
10072;1,401127;38,2;9;0;2;0;0;501,277991;0,893101;1
10074;0,281949;56,1;10;1;0;0;0;11091,14721;0,571028;0
10076;0,308993;52,3;7;1;1;0;0;3934,480079;0,017716;0
10101;0,465483;34,3;5;1;1;0;0;3186,476408;0,934194;0
10110;0,172174;33;8;1;2;0;0;9724,689996;0,360408;0
10128;0,407867;46,3;13;2;2;0;0;7674,769898;0,909677;1
10131;0,196236;53,4;7;0;1;0;0;1818,878212;0,41891;0
10142;0,522074;42,3;15;2;1;0;0;7399,62945;0,951471;0
10146;0,075924;48;1;0;0;0;0;504,074276;0,873289;0
10162;0,633164;46;13;4;0;0;0;10089,8417;0,27731;0
10186;1,325581;70,5;10;1;0;0;0;1674,560844;1,007115;0
10188;0,559886;65;10;0;0;0;0;2134,52138;0,41308;0
10196;0,29598;64,5;17;2;0;0;0;9170,192522;0,048376;0
10205;0,575408;33,1;4;2;0;0;0;2813,901105;0,120727;0
10207;0,247991;54;11;0;4;0;0;6408,864966;0,327715;0
10208;0,059919;48,4;7;0;1;1;0;13173,13497;0;0
10211;2,221196;52,4;4;1;2;0;0;1509,058533;0,935458;0
10222;0,507844;28,2;8;1;1;1;0;2809,544818;0,503729;0
10225;0,052027;38;1;0;2;0;0;3956,235909;0,439587;0
10226;5,346084;36,3;5;2;3;0;0;604,413061;0,95512;0
10228;0,420493;47,1;5;0;0;0;0;1600,73888;0;0
10233;0,083709;33,3;5;0;1;1;1;4857,365177;0,485707;0
10237;0,300669;52,5;7;2;2;0;0;4776,523618;0,022357;0
10253;0,039608;70,5;5;0;0;0;0;13263,48598;0,049595;0
10258;0,248927;48,2;17;2;4;0;0;16575,34739;0,007997;0
10259;0,091676;72,7;11;0;1;0;0;5218,767727;0,05182;0
10272;0,008217;39,4;15;0;1;6;6;11222,40746;0,878192;1
10276;0,04196;74,4;5;0;1;0;0;4738,849065;0,06804;0
10278;0,290587;63,6;13;1;0;0;0;5175,967522;0,048683;0
10280;0,053024;36,3;11;0;0;0;0;6020,268486;0,014476;0
10282;0,286748;32,3;14;0;0;0;0;3355,505757;0,639565;0
10285;0,281798;62,3;22;2;0;0;0;6518,819408;0,002895;0
10288;0,411319;39,4;12;2;0;0;0;5232,487932;0,185653;0
10296;0,007262;64,1;6;0;0;0;0;1943,934884;0,000847;0
10302;0,303402;51,4;8;1;2;0;0;6529,208727;0;1
10303;0,367871;61,4;14;3;2;1;0;6264,158712;0,151074;0
10309;0,509333;35,2;5;1;0;0;0;3808,682957;0,137252;0
10328;0,256947;67,5;5;2;0;0;0;5025,777504;0,023946;0
10337;0,100308;72,4;6;1;0;0;0;2462,521838;0,075845;0
10339;0,206801;31,2;3;0;0;0;0;2470,351982;1,008716;0
10343;0,7134;49,2;16;3;2;2;0;8185,774868;0,531859;0
10349;0,230267;43,2;4;0;1;0;0;5025,74707;0,423952;0
10357;0,405121;53,1;9;1;1;0;0;8115,520371;0,301284;0
10364;0,974834;43,2;10;2;2;0;0;8068,188325;0,358368;0
10384;0,63747;54,2;21;2;1;0;0;10075,58349;0,318172;0
10386;0,024983;52,1;6;0;1;0;0;2099,682651;0,045506;0
10387;0,203204;35,1;1;0;3;1;0;2510,304971;1,009921;0
10390;0,208873;65,5;5;1;0;0;0;5796,841348;0,06805;0
10391;0,113369;30,2;4;0;1;0;0;3302,139701;0,176263;0
10392;0,43898;63,2;13;1;0;1;0;3660,04748;0,225797;0
10402;0,497007;44,1;8;2;3;0;0;7050,068008;0,141223;0
10409;1,423306;49,4;16;2;0;1;0;4718,645305;0,742566;0
10412;0,366203;24,1;3;0;0;0;0;1542,034429;0,331836;0
10427;0,113912;29,2;11;0;0;0;0;4752,8265;0,228559;0
10428;0,836836;45,3;8;0;0;0;2;7435,79134;1,28226;1
10431;0,839469;63;9;2;0;0;0;3009,80451;0,092789;0
10448;0,309772;27,1;9;0;0;0;0;1481,286899;0,200489;0
10453;0,085137;57,5;6;0;0;0;0;4956,600504;0,110892;0
10458;0,203186;28,2;2;0;0;0;0;1003,957802;0,026019;0
10461;0,315995;54,3;15;1;0;0;0;6719,504984;0,684624;0
10476;0,146792;81,1;11;0;0;0;0;3446,070304;0,105925;0
10497;0,307567;45,4;14;2;0;0;0;9110,747642;0,016353;0
10507;0,361952;39,2;11;2;1;0;0;5829,174342;0,117028;0
10528;0,063287;27,2;0;0;0;2;1;8005,604961;1,001;1
10532;0,314653;51,2;12;1;0;0;0;4429,891635;0;0
10542;0,181367;34,1;6;0;0;0;0;4229,461772;0,59392;0
10544;0,412137;58,3;10;2;1;0;0;7025,167482;0;0
10545;0,210383;63,1;11;2;0;0;0;9226,016048;0,049044;0
10550;0,219946;60,2;16;2;0;0;0;6011,035012;0,047087;0
10563;0,037299;27,1;5;0;1;1;0;6445,233085;0,252773;0
10577;0,110638;40,4;4;0;0;0;0;2605,720553;0,037438;0
10580;0,233707;56,2;14;2;0;0;0;33510,75272;0,277233;0
10583;0,235277;49,3;4;2;1;0;0;7057,851457;0,983863;0
10606;0,066193;42,3;1;0;1;0;0;4038,614823;1,009732;0
10617;0,402448;26,2;7;0;0;0;0;2420,455733;0,778893;0
10622;0,650736;64,3;16;1;1;0;0;4307,035346;0,237636;0
10625;0,345828;66,2;4;1;1;0;0;2225,162931;0,217615;0
10640;0,028819;45,3;7;0;1;2;1;3986,300608;0,140144;0
10641;0,379709;45,1;11;3;2;0;0;8010,39155;0,526386;0
10643;0,237101;44;5;1;2;0;0;7018,165508;0;0
10654;0,217945;68,4;12;1;0;0;1;5008,117767;0,007429;0
10679;0,034501;53,4;5;0;0;0;0;1605,98125;0,090957;0
10695;0,214775;63,3;7;1;0;0;0;2004,152706;0,000435;0
10728;0,361702;35,2;4;2;0;0;0;4174,269815;0,120181;0
10734;0,612922;91,6;11;2;0;0;0;2545,314093;0,099096;0
10743;0,309714;48,4;13;0;2;5;0;1668,337033;0,757953;1
10749;0,070339;72,2;5;1;0;0;1;9854,01165;0,060642;0
10752;0,041751;52,3;13;0;0;0;0;8365,686073;0,998241;0
10756;0,355293;50,3;11;1;1;0;0;6922,351279;0,057843;0
10758;0,277974;38,4;6;0;0;0;0;2079,556511;1,004441;0
10760;0,153335;78,3;14;1;1;0;0;4550,716259;0,005351;0
10763;0,011438;47,1;5;0;0;0;1;1506,725946;0,01527;0
10764;0,510707;65,6;12;1;0;1;0;4838,169509;0;0
10765;0,318502;69,5;10;1;0;0;0;9088,843289;0,11674;0
10785;0,603045;32;8;1;0;0;0;3358,780217;0,232884;0
10800;0,04404;82,1;12;0;0;0;0;502,069311;0,031376;0
10819;0,475377;37,1;10;1;1;0;0;6958,268036;0,046138;0
10825;0,221183;86,4;13;2;1;0;0;5034,821651;0,060098;0
10827;0,116486;47;5;0;1;1;1;5015,144554;0,635118;0
10835;0,086676;33,2;8;0;2;1;0;6502,465606;0,302764;0
10838;0,263384;65,1;22;5;1;0;0;20054,73823;0,525786;0
10839;0,266903;63,4;6;0;1;0;0;3616,472829;0,870186;0
10841;1,026842;40,3;9;2;1;0;0;3342,37342;0,213299;0
10854;0,428719;70,3;12;1;0;1;0;3938,55159;0,25356;0
10863;0,005092;32,1;3;0;2;1;0;3773,583944;1,319149;1
10867;0,075228;47,2;7;0;1;0;0;4174,799281;0,081467;0
10874;0,319481;65,5;11;3;0;0;0;6945,659984;0,002945;0
10876;0,455587;46,1;14;2;2;0;0;8060,479693;0,512112;0
10877;0,325842;51;9;0;1;1;0;2149,334008;0,180167;0
10892;1,458657;44;8;3;1;1;0;5471,968104;0,510478;0
10894;0,154721;32,3;8;0;0;0;0;3510,355057;0,336802;0
10909;0,323732;69,6;5;2;0;0;0;9216,957205;0,357924;0
10912;0,359207;51,3;6;2;2;0;0;7756,955736;0,059596;0
10931;0,494616;45,3;7;1;0;0;0;3799,957218;0,074817;0
10936;0,178018;44,4;11;0;0;0;0;4764,066116;0,112684;0
10938;0,080831;34,2;2;0;0;1;0;4197,446033;1,005741;1
10945;0,786433;62,6;4;2;2;0;0;4607,491958;0,069431;0
10952;0,100709;31,3;8;0;0;0;0;2506,610115;0;0
10959;0;60,1;2;0;1;0;0;2521,146485;0;0
10960;0,39454;48,2;10;1;2;0;0;8568,192049;0,088763;0
10962;0,347631;72,6;6;1;2;0;0;3986,47126;0,2303;0
10966;0,734042;60,2;23;2;0;1;0;14440,28903;0,663738;0
10975;0,261522;44,4;9;2;2;0;0;6237,252727;0,134593;0
10976;0,288228;41;12;1;0;0;0;10226,86274;0,063501;0
10990;0,121127;67,4;7;0;0;0;0;4895,458934;0,141453;0
10993;0,436784;82,3;19;2;1;0;0;9550,420683;0,002631;0
11013;0,711375;33;9;1;0;0;0;4234,139719;0,431066;0
11019;0,898348;48,2;14;2;3;5;0;3563,041005;0,887583;0
11023;0,068562;56,5;6;0;0;1;0;8400,529357;0,261588;0
11030;0,187329;81,7;6;1;0;0;0;5428,737128;0,312107;0
11032;0,669712;35,1;6;4;0;0;0;4526,310603;0,025632;0
11039;0,384533;68,4;13;2;0;0;0;5012,367705;0,006146;0
11040;0,124198;52,2;14;0;2;2;0;4972,916925;0,444388;0
11049;0,194572;62,3;11;1;0;0;0;12089,76842;0,023113;0
11052;0,089636;36,3;4;0;1;0;1;3330,007463;1,012895;1
11060;0,136559;29,1;2;0;0;1;0;6042,958847;1,002299;0
11078;0,669068;55,1;9;2;0;0;0;3635,602034;0,392324;0
11079;0,017104;56,2;5;0;1;0;0;4014,423317;0,044799;0
11080;0,067906;41,4;3;0;0;2;0;3937,093498;0,911967;0
11090;0,279402;47,2;11;1;0;0;0;5754,343354;0,019273;0
11114;0,180566;40,1;6;1;2;0;0;12509,93914;1,00156;0
11118;0,294976;45,1;8;2;2;0;0;11062,16874;0,488092;0
11119;0,239909;61;9;1;1;0;0;6019,797629;0,088062;0
11121;0,569433;48,2;10;1;1;1;0;15245,82741;0,814103;0
11130;0,005827;53,5;8;0;0;0;0;5012,210542;0,015596;0
11133;0,155969;50,2;4;0;2;0;0;8904,899542;0,013759;0
11134;0,452874;74,5;7;2;0;2;0;7259,231681;0,910516;1
11143;0,261098;58;18;1;0;0;0;8663,512358;0,040007;0
11148;0,299554;67,1;7;1;0;0;0;2605,087148;0,003543;0
11162;0,403057;62,1;10;3;2;0;0;7507,68913;0,004759;0
11172;0,309184;77,6;19;2;0;0;0;6157,774558;0,112913;0
11183;0,758127;39,1;12;3;0;0;0;5346,012156;0,082644;0
11186;0,30029;62,4;9;2;1;0;0;6540,72225;0,000594;0
11192;0,296417;39,2;6;2;0;0;0;7054,307404;0,139753;0
11206;0,350925;46,2;15;2;0;0;0;7861,169125;0,406837;0
11215;0,215531;64,5;29;1;1;0;0;8686,1026;0,082625;0
11220;0,008553;44,2;0;0;0;0;0;5089,477677;1,004094;0
11238;0,200425;43,1;2;0;3;0;0;1850,07454;0,477613;0
11242;0,187469;76,2;3;1;0;0;0;2099,336;0,246512;0
11257;0,314271;44,2;10;0;3;1;0;6521,928182;0,343674;0
11264;0,340968;52,1;7;1;0;0;0;3501,853039;0,099311;0
11265;0,160737;30,3;4;0;3;0;0;6402,910815;0,626421;1
11275;0,347174;52,5;9;2;0;1;0;6667,590167;0;1
11283;0,471616;77,3;26;2;1;0;0;5436,557651;0,186734;0
11291;0,347483;54,1;6;2;2;0;0;9967,621067;0,167126;0
11295;0,000718;76,3;7;0;1;0;0;42039,50192;0,01196;0
11299;0;32,1;4;0;1;0;0;2100,910757;0;0
11308;0,017877;69,3;7;0;0;0;0;15144,36249;0,130899;0
11309;0,013679;25,1;2;0;0;0;0;3003,688492;0;0
11312;0,231297;50,5;3;0;0;0;0;4430,554218;0,969941;0
11318;0,444136;54;16;1;0;0;0;4150,702072;0,332773;0
11320;0,672973;47,3;5;2;0;0;0;8384,004418;0,000503;0
11323;1,002275;52,4;9;1;4;0;0;2109,439666;0,05268;0
11370;0,377104;37;4;1;0;1;0;3534,713252;0,000221;0
11374;0,00104;88,8;7;0;0;0;0;5847,801518;0,003758;0
11382;0,03961;65,5;9;0;0;0;0;5008,913876;0,13292;0
11407;0,075514;49,1;7;0;1;0;0;7421,963733;0;0
11411;0,183443;54,4;11;0;0;0;0;3525,246727;0,548858;0
11426;0,292756;75,4;6;1;0;0;0;2930,010563;0,019809;0
11429;0,24577;58,5;8;1;0;0;0;7356,195347;0,006142;0
11442;0,351023;37;17;0;2;0;0;3528,857754;0,807304;0
11455;0,510525;42;12;0;0;0;0;3333,331131;0,657096;0
11456;0,516311;53,3;11;3;1;0;0;7614,137295;0,340206;0
11477;0,194462;44,4;8;0;2;0;0;3663,842563;0,065397;0
11493;0,320552;63,2;4;1;0;0;0;4906,266867;0,096269;0
11503;0,219721;77,6;10;1;0;0;0;3020,420899;0,061946;0
11507;0,418756;73,7;4;1;1;0;0;3972,016888;0,52931;0
11513;0,299763;64,4;13;1;0;0;0;6048,741049;0,023088;0
11520;0,202785;44;10;0;0;0;0;6155,796026;0,03401;0
11526;0,325789;70,5;11;1;0;0;0;3722,154614;0,154373;0
11529;1,10771;31,2;10;2;0;0;0;1435,529562;0,315916;0
11538;0,936074;67;10;2;0;0;0;4035,506934;0,096074;0
11540;0,020218;71,3;9;0;0;0;0;10476,68068;0,109698;0
11558;0,010968;55,3;4;0;3;0;0;10063,6839;0,054264;0
11563;0,528604;64,5;4;0;1;0;0;2503,638105;0;0
11575;0,022902;71;3;0;1;0;0;5497,874282;0,231523;0
11576;0,775728;63,4;6;2;0;0;0;5428,196972;0,019433;0
11590;0,547164;62,1;8;0;0;0;0;1841,49792;0,008499;0
11606;0,182281;43,4;6;0;1;0;0;1405,685036;0,38663;0
11635;0,229318;50,4;7;2;0;0;0;8101,218521;0,02578;0
11641;0,457967;54,4;12;1;0;0;0;3752,937539;0,200481;0
11644;0,167152;41,1;5;1;4;1;2;2974,69676;0,916103;1
11653;0,112423;79,2;2;0;0;0;0;3533,057812;0,152826;0
11658;0,234042;65,2;11;3;0;0;0;15084,69535;0,023268;0
11661;1,635991;59,2;9;4;0;0;0;3858,735672;0,688963;1
11663;0,755197;62,2;9;1;0;3;0;5474,083856;1,002412;1
11670;0,607023;46,4;26;6;1;0;0;16950,92676;0,328936;0
11686;0,308702;45,2;7;2;0;0;0;2513,326862;0,126157;0
11688;0,408471;63,5;23;2;0;0;0;7411,231118;0,268566;0
11690;0,328964;45,4;13;2;0;0;0;6607,639702;0;0
11700;0,134693;81,1;14;1;0;0;0;6852,010754;0,009482;0
11702;0,591043;40,1;12;0;0;0;0;1007,201234;0,002374;0
11723;0,300027;49,2;2;1;1;0;0;6389,131337;0,070066;0
11778;0,349814;31,2;13;2;1;0;0;14716,77097;0,506185;0
11781;0,151196;53,5;6;2;0;0;0;8402,920151;0,005845;0
11784;0,284557;31,3;6;0;1;1;0;2511,969151;0,288152;0
11803;0,46034;50,3;15;2;1;0;0;5130,810291;0,674808;1
11811;0,52607;53,2;6;1;0;0;0;6445,972056;0,391166;0
11818;0,535751;60,4;6;0;0;0;0;2007,918756;0,209594;0
11819;0,571817;56;8;1;0;1;1;3490,151034;0,686939;0
11820;0,231324;37;5;0;3;0;0;2706,617367;3,4e-05;0
11838;0,281849;68,6;6;0;1;0;0;3012,484436;0,034438;0
11840;1,201636;55,3;13;2;1;0;0;1602,046653;0,156933;0
11855;1,248472;32,3;17;3;0;0;0;3364,387604;0,271091;1
11878;0,77566;48,4;7;1;2;0;0;2202,776415;0,448277;0
11886;0,368923;33;3;0;1;2;1;2452,301463;1,009239;0
11889;1,763707;48;6;1;0;0;0;2523,639539;0,135592;0
11892;0,002005;36,2;1;0;3;0;0;4513,924022;1,008059;1
11897;0,536864;47,2;10;1;0;0;0;2529,108953;0,017655;1
11905;0,183622;61,6;10;2;0;0;0;15479,90682;0,09325;0
11921;0,467668;71,2;14;3;1;0;0;6615,904296;0,134438;0
11926;0,189441;48,1;12;1;1;1;0;11306,52886;0,723007;1
11932;0,006338;78,8;6;0;0;0;0;8770,028775;0,038975;0
11946;0,231353;55,1;7;2;1;0;0;8607,635811;0,157586;0
11953;0,364427;70,1;8;1;0;0;0;4536,38133;0,05523;0
11958;0,045876;46,1;9;0;2;0;0;4036,695905;0,151572;0
11965;0,241776;47,3;8;2;0;0;0;9378,090707;0,053494;0
11972;0,244305;37,2;7;1;0;0;0;8036,291559;0,096401;0
11973;0,40436;52,2;12;2;1;0;0;9072,667389;0,096708;0
11980;0,373221;66,3;7;1;1;0;0;13761,91775;0,032344;1
11984;0,254195;66,2;7;0;0;0;0;6182,908229;0,739839;0
11985;0,005519;73,6;7;0;0;0;0;7508,001379;0,034881;0
12008;0,404908;59,2;10;2;0;0;0;3743,41124;0,237631;0
12016;0,003582;66,3;1;0;0;0;0;9623,818862;0,126914;0
12018;0,551509;24,1;6;1;1;0;0;2002,542074;0,112975;0
12019;0,523722;70,1;7;1;0;0;0;2812,116192;0,001146;0
12023;0,949;54,3;19;1;0;1;0;4316,15112;0,665193;0
12047;1,051222;68,6;13;1;0;1;0;4813,552075;0,862154;0
12055;0,004012;66,4;8;0;0;0;0;3781,02049;0,014664;0
12062;0,587264;49;6;1;2;0;0;3430,020387;0,212451;0
12063;0,218211;62,5;9;1;0;0;0;6004,627875;0;0
12084;0,177343;36,2;7;0;1;0;0;4267,290274;0,850119;1
12088;0,235659;70,2;5;1;1;0;0;5410,439843;0,049665;0
12097;0,252215;50,4;16;1;0;0;0;12686,49419;0,247227;0
12111;0,365986;43,3;15;3;0;0;0;13672,11615;0,315274;0
12130;0,356494;68,6;11;1;0;0;0;9167,040512;0,058659;0
12137;0,026625;41,3;5;0;1;0;0;4533,61374;0,205764;0
12139;0,004921;82,6;11;0;0;0;0;4742,937175;0,009885;0
12144;0,164065;69,3;8;1;0;0;0;5083,515345;0,103941;0
12163;0,002456;61,3;0;0;0;0;0;15582,18987;1,005367;0
12170;0,362042;63,3;8;1;0;2;0;5433,844275;0,667597;0
12173;0,527636;64,4;10;0;0;1;0;2772,604668;0,259987;0
12180;0,175499;41,1;7;1;2;1;0;7904,212291;0,060661;0
12189;0,344908;32,2;8;1;0;0;0;5646,629813;0,303676;0
12198;0,356013;38,3;6;1;0;1;2;7543,699839;0,733163;0
12199;0,282969;52,3;21;2;2;0;0;25482,58116;0,523425;0
12219;0,246624;36,2;8;0;0;1;0;7923,057624;0,985381;0
12222;0,255024;66,1;4;0;0;0;0;1666,369998;0,19217;0
12253;0,239753;35,3;5;1;0;0;0;6280,756549;0,737777;0
12261;0,053889;59,4;4;0;0;0;0;8566,274071;0,004807;0
12270;0,244444;32,3;6;0;2;0;0;7145,183387;1,011804;0
12271;0,265812;49,3;6;1;0;0;0;8470,494191;0,069847;0
12282;0,324513;43,1;6;0;0;0;0;1117,150716;0,684032;0
12287;0,144351;60,1;5;0;0;0;0;5527,679626;0,051272;0
12310;0,138156;56,1;6;1;0;1;0;3504,901132;0;0
12324;0,472791;55,1;9;1;1;0;0;3887,650526;0,16899;0
12335;0,00466;62,3;5;0;0;0;0;3901,331469;0,011722;0
12343;0,075904;28;9;0;0;0;0;4627,508296;0,25284;0
12346;0,843563;64,5;6;1;0;0;0;1209,606423;0,105214;0
12352;0,0065;40,4;11;0;0;0;0;6032,709853;0,016844;0
12353;0,02636;73,4;4;0;0;0;0;6035,83256;0;0
12356;0,001416;50;2;0;0;0;0;4982,644199;0,787623;1
12371;0,00593;52,4;6;0;0;0;0;3063,760599;0,013472;1
12378;0,326549;50,1;9;0;2;0;0;2563,268169;0,187858;0
12383;0,538971;46,4;13;4;3;1;0;10596,14649;0,173243;0
12384;0,032931;60,2;1;0;0;0;0;6519,309354;0,357537;0
12385;0,518286;48,2;13;0;0;3;0;2502,259307;0,976967;1
12387;0,032256;57,1;4;0;3;0;0;17174,66155;0,141329;0
12393;0,519852;62,2;12;3;1;1;0;10495,64187;0,093856;0
12397;0,074471;23,2;3;0;0;0;0;822,482189;0,445447;1
12411;0,178087;33,1;8;2;2;0;0;8909,847689;0,109515;0
12415;0,459921;26,2;6;0;0;1;0;1641,30472;0,999358;1
12424;0,159408;57,4;7;1;0;2;0;4617,215359;0,445984;0
12434;0,568188;31,1;7;2;0;0;0;3101,907497;0,907174;1
12457;0,450015;56,4;18;2;1;0;0;8064,970376;0,307652;0
12460;0,720929;76,2;18;3;0;0;0;4838,345683;0,399953;0
12473;0,169147;63,4;5;1;2;0;0;18823,28718;0,00078;0
12488;0,281739;40,4;7;0;1;0;0;2502,547675;0,85593;0
12489;0,454462;57,2;5;1;0;0;0;4704,724914;0,480464;0
12490;0,83507;43,2;6;1;0;0;0;3253,651999;0;0
12494;0,34825;71,1;12;1;0;0;0;8021,456573;0,092181;0
12496;0,015013;56,2;14;0;1;0;0;10042,96219;0,049378;0
12497;0,395553;47,3;6;1;2;4;1;6390,670967;0,933499;1
12501;0,086922;43,3;6;1;2;0;0;37568,47294;0,2042;0
12506;0,325947;29;13;0;3;2;1;1811,904919;0,586082;0
12518;0,361504;34,3;7;0;3;0;2;8838,317036;0,959898;1
12533;0,01126;82,3;6;0;0;0;0;5028,442169;0,062674;0
12549;0,626932;39,4;6;2;0;0;0;6039,973456;0,335587;0
12560;0,008323;30,1;1;0;0;0;0;4001,307267;1,005063;0
12569;0,408859;62;16;1;1;1;0;7613,037099;0,000938;0
12598;0,559977;35,2;11;2;1;0;0;3011,159353;0,083142;0
12610;0,256273;55,3;3;0;2;1;1;2002,695415;0,205539;1
12614;0,145013;62,2;6;0;0;0;1;3388,244091;0,024798;0
12627;0,831067;42,3;16;2;2;0;0;3328,626448;0,383929;0
12631;0,479052;43,4;10;1;0;0;0;4218,12354;0,04237;0
12633;0,261789;59,2;4;1;0;0;0;6331,605722;0;0
12655;0,011974;64,1;7;0;0;1;0;10533,85151;0,002229;0
12684;0,274002;29,2;14;2;0;0;0;5990,637883;0,15576;0
12685;0,235598;49,2;9;1;4;0;0;8624,37302;0;0
12689;1,118784;63,3;6;0;0;0;0;1311,050465;0,522186;0
12691;0,268032;26,3;5;0;0;0;0;2262,636602;0,362929;0
12708;0,133631;42,3;5;0;2;0;0;3855,2375;0,601596;0
12716;0;22,1;0;0;0;0;0;2510,970508;1,008226;0
12719;0,138512;85,5;7;1;0;0;0;7130,344599;0,045533;0
12729;1,500753;41,3;7;2;2;0;0;1501,271905;0,299884;0
12733;0,533813;52,5;16;0;0;2;0;2517,470825;0,303899;0
12736;1,377596;63,3;23;9;0;0;0;7206,924225;0,022173;0
12739;0,380597;60,2;6;1;0;0;0;5338,1723;0,288027;0
12745;0,002687;76,6;3;0;0;0;0;7962,194625;0,023693;0
12746;0;40,1;1;0;2;0;0;15035,19349;1,002039;0
12748;0,467798;41,2;8;0;3;0;0;4134,600592;0,989571;0
12750;0,282823;29,3;6;0;0;0;1;5028,265013;0,458436;0
12759;0,160351;62,3;6;2;0;0;0;15060,61716;0,043382;0
12782;0,891806;40,1;7;3;1;0;0;2950,234201;0,084938;0
12788;0,176709;32,3;8;1;1;1;0;8464,842191;0,571716;0
12790;0,405318;54;17;0;0;1;0;4532,452422;0,329501;0
12792;0,372144;36,1;4;1;2;0;0;7742,332438;0;0
12800;0,108918;60,1;3;0;3;1;0;10579,95349;0,918735;0
12806;0,205286;61,5;9;0;0;2;0;4543,002326;0,938474;0
12815;0,717727;34,2;6;2;0;0;0;2751,619041;0,02469;0
12828;0,592821;23;1;0;0;0;0;201,78082;0;0
12830;0,244797;53,5;8;2;2;0;0;9624,496151;0,065992;0
12836;0,432271;72,2;9;0;0;1;0;2252,21388;1,004445;0
12841;0,081403;54,2;11;0;0;1;0;4263,910309;0;0
12848;1,117636;44,4;12;0;0;1;0;1603,427271;0,895381;1
12850;0,132926;33,2;5;0;0;0;0;3308,485204;0,164221;0
12858;0,419628;40,2;11;1;3;0;0;9441,711123;0,275238;0
12863;0,13747;51,1;10;2;2;0;0;10618,94967;0,071025;0
12864;0,506839;39;4;1;0;0;0;7435,64003;1,009436;0
12870;0,476476;50,3;1;1;0;0;0;1922,366523;1,004374;0
12876;0,372747;49,3;9;2;3;0;0;9103,798517;0,71995;0
12878;0,318579;77,6;13;1;1;0;0;5039,144338;0,064802;0
12879;0,31127;38,1;21;0;1;1;0;1602,469724;0,316206;0
12881;0,151379;47,3;10;1;0;0;0;6047,60735;0,233083;0
12885;0,354748;57,2;10;1;0;1;0;4253,322904;0,018123;0
12910;0,120901;54;13;1;0;0;0;9181,840107;0,289388;0
12911;0,435582;47,1;8;1;3;1;0;6028,771717;0,068574;0
12915;0,001774;78,4;3;0;0;0;0;1711,851259;0,021831;0
12922;0,166588;35,1;4;0;0;0;0;2250,608594;0,102088;0
12929;0,217932;26,1;6;0;0;0;0;2248,195247;0,701437;0
12930;0,727142;37,1;9;1;4;0;0;3756,839307;0,798101;0
12931;0,823894;34,2;12;2;1;0;0;3023,98978;0,032146;0
12936;0,214287;37,1;7;0;1;3;0;8235,011448;0,937985;0
12938;0,170231;43,4;8;0;1;0;0;10317,00005;0,281002;0
12939;0,339842;43,3;6;2;2;0;0;11375,03883;0,377553;0
12945;0,2878;59;15;1;0;0;0;2804,148152;0,054774;0
12947;0,465599;62,1;8;1;0;0;0;5009,635896;0,094499;0
12950;0,47954;37,2;11;1;1;0;0;2507,613427;0,046707;0
12956;0,308003;74,4;8;1;1;0;0;7122,664711;0,113935;0
